tdg&iter_descent_time|tdg&iter_descent_res
605.3174250125885,3150.0
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
