tdg&iter_descent
631.564478635788,3177.0
632.6152992248535,3175.0
623.8657431602478,3209.0
601.7427470684052,3204.0
573.4211781024933,3174.0
539.0366399288177,3180.0
520.255476474762,3175.0
521.3683526515961,3165.0
520.9451305866241,3160.0
517.7635409832001,3194.0
525.0598056316376,3179.0
520.0598356723785,3173.0
519.4345142841339,3169.0
516.5499210357666,3175.0
522.3299293518066,3160.0
517.7366259098053,3176.0
518.5991687774658,3182.0
519.3292999267578,3189.0
521.8434362411499,3173.0
509.5202691555023,3183.0
