tdg&iter_descent
182.9918441772461,386.0
168.4319305419922,372.0
161.0155589580536,382.0
164.5597949028015,388.0
169.62074375152588,366.0
162.12958931922913,379.0
167.9150059223175,349.0
172.64088463783264,375.0
167.50589108467102,362.0
157.19360065460205,415.0
152.68186569213867,418.0
149.68062901496887,408.0
152.8791115283966,382.0
151.35430192947388,437.0
153.90910744667053,389.0
149.3197422027588,413.0
149.31237387657166,385.0
146.74320340156555,384.0
146.053302526474,392.0
130.33667874336243,382.0
