tdg_iter_descent_v4[10000, 1, 100]
time,|TSS|,sol
273.2661352157593,205,455&3363&4606&5406&667&5537&43&3930&3599&1626&1785&111&478&248&537&1466&1735&1856&1200&1181&1666&2440&105&4631&703&5154&2898&1815&873&110&3558&655&2948&238&2362&1644&3305&2852&2862&3405&4788&4319&32&1389&4973&3716&3571&55&1301&1098&33&2039&1163&27&1834&961&693&2890&3163&334&629&4935&351&4324&2377&3016&2375&2719&2942&370&1307&175&2086&2596&303&1562&769&1659&979&1753&3771&428&989&1547&98&2053&4004&4355&1025&3220&1048&1749&169&1847&1385&558&310&5754&3310&4815&3033&929&138&804&1478&3056&418&3933&2798&2017&2080&886&196&5645&1579&1108&2654&5096&1765&4739&904&1318&5788&910&4689&3095&636&4369&2134&1814&1168&1685&193&20&2049&2253&4781&125&3398&4093&2332&1742&571&3866&516&1403&1792&948&2498&955&786&4617&2007&4628&180&2451&1947&576&2638&390&579&680&2050&4769&2014&736&64&1237&146&2384&5220&2523&108&2828&1751&2360&3613&1620&44&1992&554&2114&1459&3475&66&5855&1729&1657&1305&1930&1692&17&1969&3364&151&1445&1556&4206&1877&1141&719&1589&3615&133&1229
265.94324707984924,212,2324&3363&1669&4021&5406&667&3296&43&5537&3930&3599&1626&129&1675&356&1785&478&111&537&3285&1200&1856&2293&1181&3813&335&801&1222&606&5154&2898&1815&2309&2347&873&110&4686&655&2948&1644&2852&475&1674&2288&572&4319&3066&32&1920&4295&2690&55&1301&1098&2336&279&1767&726&1163&1230&1834&961&693&2761&3137&3163&4324&3244&5285&2375&2719&2322&370&1307&175&4285&2596&1562&382&428&1753&3771&136&2221&98&4355&1025&247&5653&1749&169&1847&1890&2381&310&999&3926&399&1462&2907&958&3310&1198&2345&473&3818&804&1478&3056&418&3246&1836&1294&1030&2017&1026&2494&886&5645&1579&2654&2569&1318&2226&5788&3095&636&4180&2134&1814&1685&193&20&2049&5545&4293&4781&125&416&3398&2199&2332&1742&4434&896&2278&4159&516&1403&1792&560&1086&948&786&2498&955&1748&2275&4875&2364&2007&4629&998&180&5504&576&2638&4362&390&4356&2314&2014&192&736&64&1237&5175&146&2384&2523&108&1751&3823&3728&2360&3613&1620&44&1992&554&2897&2114&1459&4432&3475&878&1657&1930&1075&307&4740&1969&1218&151&1445&1556&4206&1877&719&1589&1534&3615
277.6364049911499,215,1338&3363&1669&5406&667&3296&5537&2871&3599&1626&1675&129&2228&1361&1785&111&478&248&652&537&1466&1343&1856&1200&2293&1181&3813&1973&105&335&801&22&5154&988&250&1815&873&967&655&2948&2362&3810&1644&412&2862&475&1674&3066&32&1389&3571&3716&2690&55&4107&3038&1534&1301&1098&279&859&5063&1834&961&693&2761&2890&3137&2721&3163&4324&3966&2719&2322&370&1307&2942&175&4285&228&2596&1562&1882&1002&428&1753&1317&4004&4355&1025&131&4459&1749&169&1847&999&3926&1462&2145&1881&3310&3033&958&929&1198&2345&138&804&448&418&868&1030&886&5645&1108&2654&2001&1400&1318&5788&4689&636&2134&679&386&1685&193&5682&1971&4781&125&3967&236&1040&2199&1943&1742&4434&1941&963&1424&2278&516&2635&1403&1792&3200&3815&948&955&786&2275&4617&112&226&2007&1399&180&422&5504&576&2638&4362&21&390&1854&2314&4769&736&64&1237&3178&146&2384&5220&2523&108&411&75&1751&1369&2360&3613&1620&44&1992&554&2248&2114&1459&2143&3475&66&878&1657&1305&1805&1930&6039&1075&307&1969&3364&2244&151&1445&39&1556&1877&1141&719&4940&4880&3615&1229
270.79610109329224,240,1669&5406&667&3296&5537&2871&3930&3599&1626&1361&1785&1713&478&111&248&1365&537&4890&1466&1343&846&1735&2293&1181&1666&4196&2617&1973&3232&5154&873&4282&4686&2653&694&439&1644&412&2852&2862&4539&3405&732&572&3066&32&1389&2690&55&1648&1534&2639&1520&49&1098&279&62&5063&3913&1834&27&961&693&2761&2890&244&325&3115&3016&2719&3346&2322&370&1307&2942&175&2086&659&4285&1562&8&1002&428&1753&3771&136&1317&4004&4355&3865&1025&247&962&131&1749&169&1847&558&310&999&3926&1462&399&3312&2411&289&3310&4694&1881&929&2345&507&138&804&1478&3056&418&3246&3933&2798&2017&1026&4643&886&326&5645&1579&1108&2654&38&1318&5788&3095&4689&3833&636&4369&2134&1814&386&1247&193&20&2049&1971&4781&1454&125&416&4587&4109&243&236&1040&1943&1742&767&1758&4434&896&3866&2278&4159&1403&948&2498&1743&955&786&3981&521&4617&2275&2007&4628&180&422&1946&5504&2451&1947&576&2638&4362&1275&3934&390&2314&4769&647&3616&192&736&64&1237&3178&146&2384&5220&2523&2102&108&2828&1751&3823&1369&3613&1620&1992&44&3327&554&2114&2094&3475&66&4344&1657&1305&1930&1692&1075&3846&307&4740&3364&1969&2231&2244&151&1445&1556&548&719&4041&4880&3615&410&1974&1229
270.0557544231415,247,3363&1669&5406&667&5537&43&2871&3930&3599&1626&484&1785&1404&111&478&248&1497&537&1466&1343&1735&3285&1200&1856&1181&3813&4196&759&1973&335&3462&1703&3232&3886&5154&988&250&873&110&4686&655&2948&2362&2944&439&1644&412&2852&475&3405&1674&2288&496&3066&4319&32&1389&3660&2690&3571&4903&55&1301&49&33&4741&1698&62&2039&5063&1163&1867&1834&424&961&693&2761&2890&3163&244&2420&1654&3247&2719&370&1307&175&659&1827&2596&303&428&1753&3771&136&3715&1260&2576&4355&3865&1025&247&4459&1749&169&1847&310&999&3926&5754&1281&3312&158&2904&2532&4095&958&289&3310&4694&1198&1294&804&3056&1478&868&2017&1026&886&5645&1579&1108&2654&2001&5096&2826&1529&1318&2226&5788&3095&4689&1168&636&4369&679&1814&1685&193&20&2049&4781&125&416&236&1040&2199&2332&1943&1742&1010&1758&896&3866&963&516&1403&1792&3200&948&2498&955&786&3981&2275&2007&4628&180&422&1772&1946&5504&1947&576&2638&4362&3934&390&2859&2314&4769&2821&3616&697&192&1237&1981&146&2384&5220&2523&165&1027&108&191&75&2828&3823&1751&1369&2360&1620&1992&44&2723&1544&1359&2069&2114&1459&4432&2094&3475&66&1566&1657&1305&1930&1692&1075&3396&3846&307&2092&2231&2244&151&1445&39&1556&65&1877&1625&4204&719&1534&1229
273.8329722881317,229,321&3363&1669&4606&1476&43&2871&5537&3930&3599&129&1626&1785&1365&111&478&1497&537&1466&440&1735&1856&1200&1068&1994&1181&1666&759&2115&1973&703&1703&5154&4686&655&78&2653&1644&1787&412&475&4539&3405&1540&1674&2288&4788&572&3066&32&1389&2690&55&1520&49&1098&1698&62&2888&2039&1163&1230&1834&693&2761&3137&351&4324&11&635&577&2719&2942&370&1307&175&2086&4285&1562&1002&428&1753&3771&136&31&2777&1317&1025&131&1749&169&1847&310&999&3926&399&3312&3781&4694&289&3310&929&1198&1273&2345&473&138&804&1478&3056&418&3246&2798&2017&1026&196&5645&1579&2654&427&1896&904&1318&3259&5788&3095&4689&3833&1168&636&4369&2134&1814&386&1685&193&2049&4781&125&243&3140&236&4093&1734&2199&1943&1742&866&1758&896&4081&4159&1403&948&2498&1743&955&786&521&2275&4617&4875&2007&4628&180&422&1772&1413&1165&5504&576&4362&3934&21&390&579&2859&4502&2486&680&4769&3963&2014&192&736&1397&64&2048&146&2523&108&75&1751&3728&3613&1620&1992&1544&554&1459&2094&3475&66&4344&878&1657&1305&1805&1930&797&1692&1075&3396&307&4740&3364&252&2244&151&1445&39&1556&4206&1877&4204&1999&1534&3615&1229
267.0681540966034,243,6071&2906&3363&1669&5406&667&1476&43&2871&5537&3930&2861&3599&1626&1785&1404&111&248&1497&490&1396&1466&537&1735&1200&1181&3813&1666&2093&335&3607&1703&606&5154&2898&1815&873&4686&655&2653&2362&439&1644&1787&412&475&1724&4319&32&1389&2690&55&4107&3038&3358&1098&33&1698&726&5063&1163&1834&926&961&693&2761&3163&4825&4324&3115&5881&5285&4400&3966&2719&2322&370&1307&2942&175&4285&2596&303&1562&3295&979&1753&3771&136&428&1260&1547&355&4004&4355&1025&247&3220&131&169&1847&1385&310&999&3926&1462&399&2907&3312&122&1733&3310&2376&1198&2345&138&804&1478&3246&418&1030&2017&2544&886&5645&5613&2654&5096&2826&1318&5788&3095&4689&3171&3833&1168&4369&1814&327&386&1685&1247&193&20&2049&5545&4293&125&416&4109&3967&236&2199&1742&2952&3266&1758&4434&896&963&1424&516&1792&2195&948&955&786&1748&2275&4617&2364&2007&1848&4628&2657&180&1946&5504&109&576&2638&1610&4362&3257&3934&390&3&680&4183&4769&5937&192&736&64&1237&1981&3178&146&2384&5220&2523&2102&108&2828&75&1751&3823&3613&5304&1620&44&1992&1544&554&3466&2114&1459&2094&3475&66&253&4344&1657&1305&1805&1930&1692&1075&126&307&1969&3364&252&2231&1445&1556&1877&4204&4158&719&3615&6152&1229
289.494726896286,209,1453&881&1866&1669&5406&667&5537&356&3930&3599&1785&1404&478&111&248&1497&537&1466&1343&3285&1200&1856&1181&1596&1666&2666&801&2887&1222&2898&1815&873&4686&655&2948&238&2653&1644&412&2852&3405&4619&3066&32&1389&2690&3716&55&2597&4107&3038&3358&1301&2639&1534&4741&62&726&3344&1163&1834&27&961&693&2761&3137&5065&4935&1019&2375&3284&2322&2942&175&2086&1649&4285&2596&1562&428&1753&3771&136&1317&4004&1025&247&3220&5653&1749&1847&169&3670&3096&310&999&399&3312&122&2411&958&4095&3310&2532&929&1198&804&1478&418&2798&1402&2017&4137&886&5645&2654&1318&5788&3095&3171&636&2134&1814&1685&1247&193&2049&4781&416&243&348&236&2199&2710&1742&866&1758&4434&896&3866&516&1403&1081&3200&948&786&3900&3981&4617&4628&180&422&718&5504&2451&1947&576&2638&4362&3934&390&3&2314&4769&3616&192&736&64&1237&3797&146&5220&2523&108&191&1751&3823&3468&2281&2360&3613&1620&44&1992&1544&2530&922&2114&3475&66&4344&1657&1305&1930&1692&307&1969&3364&151&1445&1556&1877&1625&4041&4880&3615&133&2075&1229
