tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
88.1237120628357|263|4465|69.5249855518341|263|5824
91.18253898620605|263|4465|68.06815147399902|263|5806
89.19663715362549|263|4465|69.45449423789978|263|5826
88.63945817947388|263|4465|69.89316725730896|263|5772
91.5220353603363|263|4465|69.77534103393555|263|5930
91.2140736579895|263|4465|67.96782946586609|263|5715
88.70616102218628|263|4465|66.66619300842285|263|5781
89.24314641952515|263|4465|66.54545497894287|263|5766
89.93204140663147|263|4465|66.04563760757446|263|5763
90.17845416069031|263|4465|68.24949812889099|263|5881
89.35293054580688|263|4465|66.7734375|263|5855
91.07732105255127|263|4465|63.597726821899414|263|5840
89.98743271827698|263|4465|67.44316029548645|263|5807
91.11359930038452|263|4465|68.04479098320007|263|5965
90.86445188522339|263|4465|67.18340468406677|263|5891
90.69966411590576|263|4465|67.114009141922|263|5731
90.1099419593811|263|4465|64.4468879699707|263|5961
89.97616600990295|263|4465|65.28105807304382|263|5764
90.662034034729|263|4465|67.09434390068054|263|5857
91.30286908149719|263|4465|65.94279432296753|263|5888
