tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
162.24233508110046|425|6174|122.55225825309753|425|8300
162.22497057914734|425|6174|126.1032018661499|425|8363
160.33884930610657|425|6174|123.08931088447571|425|8282
163.7178144454956|425|6174|122.82022857666016|425|8337
165.0970277786255|425|6174|119.4685800075531|425|8365
159.83627676963806|425|6174|124.67291021347046|425|8428
159.32562136650085|425|6174|117.77907586097717|425|8305
162.33230829238892|425|6174|124.4188461303711|425|8346
163.20200443267822|425|6174|116.42315936088562|425|8294
163.28543639183044|425|6174|121.60116195678711|425|8486
163.8156373500824|425|6174|122.19798994064331|425|8431
158.7425947189331|425|6174|125.81597876548767|425|8473
156.50749826431274|425|6174|119.93196988105774|425|8313
161.0474030971527|425|6174|121.52019762992859|425|8447
162.93075728416443|425|6174|117.17909789085388|425|8304
163.75493240356445|425|6174|123.59443187713623|425|8384
160.8980736732483|425|6174|123.61426711082458|425|8396
158.49301171302795|425|6174|123.3492386341095|425|8357
157.71307039260864|425|6174|128.83324146270752|425|8505
165.77237343788147|425|6174|122.34604668617249|425|8414
