tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
155.94699931144714|1500|2831|511.61756777763367|1500|3323
156.62267398834229|1500|2831|519.4300756454468|1500|3328
156.23587584495544|1500|2831|509.39451599121094|1500|3322
157.63814854621887|1500|2831|512.5683631896973|1500|3296
158.6108922958374|1500|2831|476.882292509079|1500|3213
156.0847933292389|1500|2831|513.1730492115021|1500|3334
155.34181833267212|1500|2831|509.82507133483887|1500|3242
158.69041109085083|1500|2831|514.8402421474457|1500|3322
156.43272972106934|1500|2831|520.4839191436768|1500|3307
156.5211420059204|1500|2831|515.5942313671112|1500|3287
159.1436252593994|1500|2831|481.2365071773529|1500|3263
158.21596264839172|1500|2831|511.0440866947174|1500|3284
157.23605966567993|1500|2831|515.3291039466858|1500|3304
156.15787863731384|1500|2831|453.0092966556549|1500|3277
156.08011555671692|1500|2831|491.88506412506104|1500|3363
155.56162881851196|1500|2831|466.20510601997375|1500|3327
157.75160813331604|1500|2831|456.68780183792114|1500|3232
154.98170351982117|1500|2831|427.6910593509674|1500|3232
156.2859170436859|1500|2831|442.65720891952515|1500|3274
157.9909110069275|1500|2831|424.66489696502686|1500|3291
