tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
159.873117685318|569|6105|137.89386224746704|569|8527
161.94855093955994|569|6105|135.51101636886597|569|8430
163.65168833732605|569|6105|136.5700080394745|569|8431
164.26569771766663|569|6105|135.30057835578918|569|8410
160.46823453903198|569|6105|132.37248611450195|569|8107
163.9090735912323|569|6105|134.96303701400757|569|8368
162.2793481349945|569|6105|135.2618269920349|569|8295
161.3376109600067|569|6105|138.23092079162598|569|8292
165.17977905273438|569|6105|142.38420248031616|569|8413
161.14198279380798|569|6105|135.23287725448608|569|8413
162.59304690361023|569|6105|137.21850609779358|569|8304
165.35654187202454|569|6105|135.95621919631958|569|8436
159.40667247772217|569|6105|138.20833683013916|569|8181
161.8740885257721|569|6105|135.40416169166565|569|8350
163.46172213554382|569|6105|135.61809015274048|569|8399
162.61777520179749|569|6105|131.3624885082245|569|8228
159.39610838890076|569|6105|134.9787633419037|569|8439
165.0648455619812|569|6105|130.89020991325378|569|8368
161.92336988449097|569|6105|134.15327334403992|569|8496
162.14701342582703|569|6105|132.78300547599792|569|8441
