tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
24.898910999298096|1360|3670|76.19492959976196|1360|3838
25.4689621925354|1360|3670|74.78413081169128|1360|3828
25.543439626693726|1360|3670|78.01596236228943|1360|3836
25.111990690231323|1360|3670|75.10677528381348|1360|3837
25.50898790359497|1360|3670|76.27490496635437|1360|3830
25.263712406158447|1360|3670|76.98793816566467|1360|3851
25.069539785385132|1360|3670|75.56900191307068|1360|3837
25.02729034423828|1360|3670|76.74722504615784|1360|3839
24.91549253463745|1360|3670|74.47356009483337|1360|3833
24.82226252555847|1360|3670|75.69252276420593|1360|3856
25.037096738815308|1360|3670|75.91423177719116|1360|3846
25.01175308227539|1360|3670|76.58170080184937|1360|3826
24.794837474822998|1360|3670|78.16550159454346|1360|3864
25.030550003051758|1360|3670|74.67957258224487|1360|3836
25.186818599700928|1360|3670|75.7718894481659|1360|3846
24.90087389945984|1360|3670|72.70757389068604|1360|3821
25.037734508514404|1360|3670|72.96680283546448|1360|3849
24.88405466079712|1360|3670|74.19613432884216|1360|3848
24.888570547103882|1360|3670|73.0319333076477|1360|3843
24.958407402038574|1360|3670|74.10724663734436|1360|3846
