tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
147.35927820205688|1339|2828|476.49170565605164|1339|3397
149.31855082511902|1339|2828|483.7606360912323|1339|3341
150.79778718948364|1339|2828|482.9766218662262|1339|3344
150.27591514587402|1339|2828|471.8861382007599|1339|3397
154.29602718353271|1339|2828|479.0101776123047|1339|3280
150.22408390045166|1339|2828|472.8326721191406|1339|3325
150.4516680240631|1339|2828|475.3348665237427|1339|3325
149.77876687049866|1339|2828|480.01059103012085|1339|3351
150.79489278793335|1339|2828|490.3935036659241|1339|3473
150.4554407596588|1339|2828|475.66742515563965|1339|3387
151.16786694526672|1339|2828|474.1217555999756|1339|3318
149.6384789943695|1339|2828|481.4234492778778|1339|3387
151.40914726257324|1339|2828|474.5759332180023|1339|3261
147.70292615890503|1339|2828|466.3604643344879|1339|3283
150.1090338230133|1339|2828|452.0014328956604|1339|3353
147.87660336494446|1339|2828|448.3429973125458|1339|3347
152.26342606544495|1339|2828|439.7815339565277|1339|3441
149.2223584651947|1339|2828|430.7810616493225|1339|3294
151.6645040512085|1339|2828|427.0343554019928|1339|3357
149.6486587524414|1339|2828|420.6380729675293|1339|3414
