tdg_time|tdg_size|tdg_iter_descent[5000, 1]_time|tdg_iter_descent[5000, 1]_size|tdg_iter_descent[5000, 2]_time|tdg_iter_descent[5000, 2]_size|tdg_iter_descent[5000, 5]_time|tdg_iter_descent[5000, 5]_size|tdg_iter_descent_v2[5000, 1]_time|tdg_iter_descent_v2[5000, 1]_size|tdg_iter_descent_v3[5000, 1]_time|tdg_iter_descent_v3[5000, 1]_size|tdg_iter_descent_v4[5000, 1]_time|tdg_iter_descent_v4[5000, 1]_size
22.42590856552124|1475|81.99254441261292|1399|89.55415225028992|1394|89.81861567497253|1395|82.94148755073547|1407|82.34212946891785|1407|86.48031449317932|1412
22.44348454475403|1475|85.70609092712402|1406|87.33712697029114|1406|85.04703426361084|1398|86.4869077205658|1404|82.82350969314575|1415|89.3161735534668|1402
22.45817518234253|1475|84.38707113265991|1403|86.02913737297058|1400|88.3649685382843|1401|82.52864170074463|1398|83.67594385147095|1407|90.83286046981812|1413
22.470998525619507|1475|83.54285645484924|1409|87.2204327583313|1390|89.33006191253662|1406|74.90319657325745|1405|88.00283646583557|1404|88.03522038459778|1417
22.432555675506592|1475|84.23715782165527|1404|82.96362376213074|1401|89.95018768310547|1397|83.45713925361633|1408|85.76794099807739|1414|88.05903506278992|1415
22.261563062667847|1475|87.18596196174622|1400|86.30256462097168|1410|89.323561668396|1403|84.0747458934784|1407|86.89447116851807|1408|90.95590782165527|1405
22.31425905227661|1475|88.41845560073853|1406|87.74378180503845|1397|86.67280626296997|1399|83.57781100273132|1410|88.96402335166931|1407|88.40085744857788|1409
22.283478498458862|1475|87.29555106163025|1414|87.76571893692017|1404|86.27068424224854|1401|85.76434135437012|1405|84.4388701915741|1403|88.92397379875183|1396
22.28847908973694|1475|85.2432496547699|1411|87.25970244407654|1410|88.5280179977417|1406|85.08604311943054|1406|74.89732956886292|1414|90.45196318626404|1411
22.33352255821228|1475|84.88576245307922|1402|85.76349925994873|1405|88.69109964370728|1407|85.09680414199829|1407|85.32663655281067|1410|90.46180534362793|1413
22.29675030708313|1475|86.93109560012817|1398|87.11358189582825|1402|89.64019989967346|1399|80.67344641685486|1421|87.6917622089386|1401|90.25052762031555|1399
22.295910358428955|1475|84.9274628162384|1398|89.33470320701599|1400|89.75283145904541|1409|81.15687036514282|1407|87.93789911270142|1409|88.35472059249878|1402
22.27031636238098|1475|85.73460292816162|1397|88.6689989566803|1400|86.19256091117859|1408|86.42963886260986|1400|86.32088232040405|1404|89.90778422355652|1406
22.314536333084106|1475|87.76650500297546|1395|86.92738127708435|1402|88.91782307624817|1405|85.51942276954651|1409|85.45880603790283|1402|88.91942000389099|1413
22.270761966705322|1475|86.03891491889954|1396|87.27718210220337|1404|87.57543969154358|1406|83.6209774017334|1412|85.54832911491394|1395|85.38911032676697|1414
22.295125246047974|1475|89.11143350601196|1401|85.02158069610596|1409|87.11350393295288|1404|85.72338128089905|1412|79.17544102668762|1406|89.51730728149414|1408
22.302226066589355|1475|89.32781291007996|1418|87.27275705337524|1408|88.88577938079834|1407|83.8341178894043|1412|85.13721537590027|1402|89.89361810684204|1408
22.33929681777954|1475|88.95721006393433|1402|86.81581282615662|1407|87.73439121246338|1398|79.15324831008911|1405|87.51735830307007|1408|89.39305639266968|1402
22.21936297416687|1475|84.15817093849182|1412|87.35778713226318|1400|89.33522319793701|1403|85.20194292068481|1410|86.24449324607849|1416|89.40728044509888|1412
22.27948021888733|1475|84.24986147880554|1398|90.94214987754822|1400|87.53416085243225|1393|87.0267505645752|1399|86.7907190322876|1409|87.87956357002258|1409
