tdg_1+1[10000]
time,|TSS|,sol
0.5245897769927979,16,0&1&2&3&4&6&7&8&14&15&16&19&23&25&36&44
0.5415902137756348,17,0&1&2&3&6&7&8&10&12&14&15&16&17&19&25&29&38
0.554131031036377,16,0&1&2&3&6&7&8&12&13&14&15&16&23&25&27&30
0.5378761291503906,15,0&1&2&3&4&7&8&11&14&15&16&22&23&25&30
0.5469913482666016,16,0&1&2&3&6&7&8&12&14&15&16&23&25&33&36&48
0.5402395725250244,15,0&1&2&3&4&7&8&11&14&15&16&23&25&30&46
0.5461907386779785,15,0&1&2&3&4&7&8&11&14&15&16&22&23&25&30
0.5466697216033936,16,0&1&2&3&4&7&8&10&11&14&15&16&23&25&30&38
0.545832633972168,16,0&1&2&3&6&7&8&12&14&15&16&23&25&33&36&48
0.5413613319396973,16,0&1&2&3&6&7&8&10&14&19&23&25&27&36&42&44
0.5378837585449219,15,0&1&2&3&4&7&8&11&14&15&16&23&25&30&46
0.5633022785186768,15,0&1&2&3&4&7&8&11&14&15&16&23&25&30&46
0.5659606456756592,16,0&1&2&3&6&7&8&10&12&13&14&15&16&25&30&39
0.5668172836303711,16,0&1&2&3&6&7&8&12&13&14&15&16&19&23&25&30
0.5741450786590576,15,0&1&2&3&7&10&11&14&15&16&23&24&26&30&39
0.5626266002655029,15,0&1&2&3&7&10&11&12&14&15&16&23&26&30&39
0.5660674571990967,15,0&1&2&3&7&10&11&14&15&16&23&24&26&30&39
0.55784010887146,15,0&1&2&3&4&7&8&11&14&15&16&22&23&25&30
0.5789439678192139,16,0&1&2&3&6&7&10&11&12&14&15&16&23&24&25&39
0.5547211170196533,16,0&1&2&3&4&7&8&12&13&14&15&16&23&25&28&30
