tdg_iter_descent[1000, 1]_time|tdg_iter_descent[1000, 1]_size|tdg_time|tdg_size|tdg_iter_descent[1000, 2]_time|tdg_iter_descent[1000, 2]_size|tdg_iter_descent[1000, 5]_time|tdg_iter_descent[1000, 5]_size|tdg_iter_descent_v2[1000, 1]_time|tdg_iter_descent_v2[1000, 1]_size|tdg_iter_descent_v3[1000, 1]_time|tdg_iter_descent_v3[1000, 1]_size|tdg_iter_descent_v4[1000, 1]_time|tdg_iter_descent_v4[1000, 1]_size
46.525641441345215|1793|23.005950927734375|1810|45.08275508880615|1788|43.5592999458313|1795|41.79598689079285|1797|44.75468730926514|1798|43.47040629386902|1796
47.20382499694824|1800|23.373000383377075|1810|47.750234603881836|1795|45.81940269470215|1796|42.769824504852295|1791|43.8287353515625|1796|43.85783267021179|1795
47.34234619140625|1792|23.077836751937866|1810|45.74275231361389|1799|45.63242983818054|1794|43.22980308532715|1795|42.03681707382202|1797|41.92006206512451|1799
50.33067512512207|1794|23.19556164741516|1810|47.465341329574585|1795|48.09428882598877|1792|45.21350312232971|1796|42.03703570365906|1795|43.13629603385925|1791
49.266469955444336|1793|23.163150548934937|1810|44.94327902793884|1796|45.88309645652771|1792|45.1282856464386|1798|43.055553913116455|1796|43.88216257095337|1791
48.73241066932678|1793|23.177486419677734|1810|46.050774574279785|1792|47.065229415893555|1802|44.32203912734985|1793|45.38547229766846|1792|43.93457651138306|1797
47.37995409965515|1791|23.108102798461914|1810|45.82930016517639|1793|45.97269558906555|1793|42.20889759063721|1790|44.78265357017517|1795|44.1893675327301|1792
48.44125056266785|1797|23.200003147125244|1810|45.72395157814026|1795|45.717727184295654|1786|43.16900634765625|1793|43.440385580062866|1792|43.00948905944824|1793
49.32979393005371|1793|23.262704849243164|1810|46.99839973449707|1796|46.505566358566284|1797|44.07955551147461|1796|43.298484325408936|1790|42.0841269493103|1800
49.348830461502075|1789|23.11710476875305|1810|45.5300178527832|1794|47.22815155982971|1800|45.105263471603394|1797|44.11394143104553|1795|41.418933391571045|1799
48.860724687576294|1794|23.177119255065918|1810|46.92255973815918|1791|46.57621502876282|1792|44.343589067459106|1796|43.380677223205566|1789|43.209861040115356|1796
47.93203592300415|1792|23.135162830352783|1810|45.30566954612732|1793|46.66842007637024|1786|44.605334997177124|1793|44.54273438453674|1795|43.3161141872406|1796
47.49548411369324|1793|23.12092089653015|1810|47.08542585372925|1791|46.142884492874146|1796|43.54786157608032|1796|44.96162223815918|1795|43.81205987930298|1798
46.52679920196533|1797|23.171537399291992|1810|46.17022109031677|1795|47.02081775665283|1789|41.881513833999634|1790|45.406418561935425|1793|44.17275667190552|1798
49.04574537277222|1793|23.124659776687622|1810|46.10402798652649|1802|46.702879905700684|1794|42.21596693992615|1794|44.49304270744324|1791|44.726959466934204|1791
49.21558451652527|1794|23.356699466705322|1810|46.61053276062012|1798|47.4189178943634|1788|43.65834188461304|1799|42.78528165817261|1796|44.36709427833557|1801
49.168145418167114|1792|23.17181158065796|1810|45.94133949279785|1793|47.421618700027466|1793|44.48240351676941|1796|43.56608319282532|1792|44.9608941078186|1793
48.46601676940918|1799|23.118252992630005|1810|46.26349091529846|1795|47.22569131851196|1792|45.231507539749146|1791|44.48858189582825|1794|44.339733362197876|1794
48.482521295547485|1794|23.11491084098816|1810|45.25364017486572|1795|47.84828567504883|1794|44.47889804840088|1787|44.60259175300598|1790|44.74454998970032|1791
46.861323595047|1796|23.156249046325684|1810|45.2216956615448|1789|47.7253680229187|1788|42.02771854400635|1794|43.912128925323486|1794|45.41998291015625|1791
