tdg_iter_descent[1000, 1]_time|tdg_iter_descent[1000, 1]_size|tdg_time|tdg_size|tdg_iter_descent[1000, 2]_time|tdg_iter_descent[1000, 2]_size|tdg_iter_descent[1000, 5]_time|tdg_iter_descent[1000, 5]_size|tdg_iter_descent_v2[1000, 1]_time|tdg_iter_descent_v2[1000, 1]_size|tdg_iter_descent_v3[1000, 1]_time|tdg_iter_descent_v3[1000, 1]_size|tdg_iter_descent_v4[1000, 1]_time|tdg_iter_descent_v4[1000, 1]_size
287.2413294315338|1568|136.54352140426636|1612|284.84621500968933|1570|287.1623890399933|1566|284.6567883491516|1582|284.41765308380127|1563|274.72319173812866|1601
294.1206865310669|1576|137.18950748443604|1612|292.3196921348572|1571|292.213849067688|1549|288.0795419216156|1582|286.81665778160095|1571|291.9808542728424|1577
290.1752893924713|1562|136.9321584701538|1612|288.07677245140076|1566|290.0735628604889|1560|281.17992210388184|1590|287.55922055244446|1563|279.3920102119446|1593
285.6824691295624|1561|137.40082049369812|1612|286.6926848888397|1580|290.6161663532257|1567|293.29069089889526|1584|283.82187056541443|1559|287.6323456764221|1585
279.09956192970276|1566|137.36132526397705|1612|286.19833183288574|1566|282.86302065849304|1568|280.8419859409332|1599|286.3019585609436|1575|284.3019666671753|1580
289.98245668411255|1565|137.79600048065186|1612|297.3523328304291|1564|289.8057200908661|1576|293.50102257728577|1589|283.3868865966797|1569|289.5186958312988|1586
281.74768447875977|1573|137.47747540473938|1612|290.8366060256958|1577|283.4368987083435|1578|284.59016275405884|1587|287.69132018089294|1569|284.149347782135|1585
285.8405909538269|1575|137.64705395698547|1612|295.5536620616913|1558|286.14442324638367|1579|288.27063846588135|1586|286.1277928352356|1560|284.8457124233246|1580
290.3002917766571|1580|136.72428822517395|1612|292.670382976532|1577|292.99930000305176|1563|291.14903140068054|1585|295.18405747413635|1579|289.3688175678253|1586
290.33046865463257|1561|137.49020886421204|1612|292.4541926383972|1568|291.00434708595276|1571|287.4546363353729|1582|279.3095440864563|1577|273.2621736526489|1598
284.61976647377014|1570|137.13669562339783|1612|292.9754476547241|1571|284.85945296287537|1575|282.44855213165283|1589|285.7151372432709|1569|274.11877703666687|1595
283.70346570014954|1592|137.41407656669617|1612|293.0220367908478|1553|291.6454975605011|1575|286.6199731826782|1592|284.17938113212585|1563|279.66197323799133|1587
290.78498816490173|1558|137.55473041534424|1612|296.23714232444763|1563|293.42242789268494|1559|279.25670886039734|1581|287.7466387748718|1580|279.2631311416626|1591
287.81725239753723|1575|138.319678068161|1612|293.2555265426636|1556|285.864599943161|1573|284.91323161125183|1590|286.9972152709961|1562|280.43889904022217|1588
282.82079005241394|1571|137.75289750099182|1612|289.251624584198|1565|286.1639595031738|1575|279.85859394073486|1585|286.34471106529236|1570|283.71251583099365|1580
285.6469371318817|1562|138.1635091304779|1612|288.1612904071808|1573|287.5153365135193|1577|278.8842852115631|1599|284.67964720726013|1583|281.75701427459717|1586
283.07816100120544|1563|137.84060978889465|1612|289.7392737865448|1594|289.85319924354553|1564|280.8520710468292|1591|288.29111766815186|1561|285.75603437423706|1582
291.9807300567627|1568|138.1952474117279|1612|287.8851218223572|1569|286.95586347579956|1569|286.65484404563904|1592|291.017436504364|1572|281.7423872947693|1590
285.7649004459381|1573|137.80821561813354|1612|285.71033573150635|1558|287.9649097919464|1565|282.0113687515259|1582|287.3580377101898|1569|281.3487946987152|1582
286.84112882614136|1574|138.71264839172363|1612|289.41881370544434|1564|290.5285470485687|1569|288.5314462184906|1587|293.3696200847626|1567|283.77739930152893|1584
