tdg_time|tdg_size|tdg_iter_descent[5000, 1]_time|tdg_iter_descent[5000, 1]_size|tdg_iter_descent[5000, 2]_time|tdg_iter_descent[5000, 2]_size|tdg_iter_descent[5000, 5]_time|tdg_iter_descent[5000, 5]_size|tdg_iter_descent_v2[5000, 1]_time|tdg_iter_descent_v2[5000, 1]_size|tdg_iter_descent_v3[5000, 1]_time|tdg_iter_descent_v3[5000, 1]_size|tdg_iter_descent_v4[5000, 1]_time|tdg_iter_descent_v4[5000, 1]_size
23.45938730239868|983|83.07064008712769|926|81.31167793273926|931|81.63638162612915|928|78.26933860778809|933|81.59639978408813|929|82.03319454193115|930
23.471476078033447|983|83.32942962646484|930|82.25214457511902|923|81.90652513504028|928|78.30512952804565|933|81.79109477996826|930|80.96662497520447|926
23.32238483428955|983|82.66619634628296|925|82.44094228744507|936|82.53777933120728|927|80.04140138626099|926|83.09219002723694|930|81.76778721809387|935
23.297070264816284|983|84.91422820091248|926|79.88086271286011|928|81.3757951259613|922|79.6569414138794|928|82.73093056678772|920|83.30725359916687|928
23.48523211479187|983|85.00084519386292|933|80.41425776481628|928|82.03130793571472|932|78.44088053703308|923|81.36170625686646|935|83.79787945747375|923
23.48798108100891|983|84.39595293998718|926|81.68515181541443|932|81.6831750869751|923|80.4665036201477|929|81.8374195098877|919|84.6963996887207|925
23.407249450683594|983|85.16598892211914|933|81.89874339103699|928|80.691410779953|934|79.4281702041626|925|81.34794592857361|928|83.65486145019531|925
23.526139974594116|983|85.69842100143433|919|82.34510660171509|940|79.2407546043396|929|77.76114678382874|933|80.66463780403137|930|83.16742515563965|931
23.457576513290405|983|84.43824434280396|916|81.5283784866333|921|80.96617794036865|934|78.44356513023376|931|81.96238613128662|935|84.07784485816956|932
23.441535711288452|983|85.80643033981323|931|80.86976909637451|920|82.35552215576172|926|79.73105597496033|931|81.55777049064636|927|83.61480951309204|927
23.73276710510254|983|84.56282711029053|919|82.46865844726562|929|82.76401877403259|931|78.34410381317139|929|81.99464249610901|932|82.99465155601501|926
23.578381299972534|983|83.74881315231323|931|81.47347116470337|934|83.74270629882812|930|81.02899289131165|924|83.2702989578247|927|82.48439502716064|926
23.589871406555176|983|84.78278994560242|932|81.53583836555481|931|83.9477174282074|932|80.90172266960144|930|82.08283734321594|923|82.34792494773865|924
23.720876455307007|983|84.94550824165344|921|82.50864768028259|923|83.82940697669983|930|77.99060201644897|927|81.17340540885925|931|83.39931154251099|922
23.593714952468872|983|84.64360642433167|931|81.13939261436462|931|83.38399744033813|927|80.34210252761841|926|82.10856056213379|932|84.08751845359802|935
23.43222737312317|983|84.9949598312378|927|80.00850129127502|933|83.26510238647461|926|80.93358111381531|929|82.02488541603088|932|83.53499555587769|929
23.449379205703735|983|85.39325094223022|922|82.10026383399963|923|82.656170129776|929|77.80190658569336|929|80.71536707878113|929|84.59965491294861|931
23.554139137268066|983|83.50055646896362|923|81.10500025749207|939|81.82377743721008|926|80.26725172996521|929|81.4020164012909|929|83.5153260231018|921
23.440752267837524|983|84.80002522468567|926|82.09663128852844|933|80.55150842666626|927|80.48710680007935|928|80.6310441493988|930|82.65152978897095|931
23.491402626037598|983|84.71950101852417|930|82.70048403739929|921|83.24349212646484|930|78.68370032310486|928|80.33454132080078|927|84.4961519241333|927
