tdg_iter_descent[1000, 2]_time|tdg_iter_descent[1000, 2]_size|tdg_time|tdg_size|tdg_iter_descent[1000, 1]_time|tdg_iter_descent[1000, 1]_size|tdg_iter_descent[1000, 5]_time|tdg_iter_descent[1000, 5]_size|tdg_iter_descent_v2[1000, 1]_time|tdg_iter_descent_v2[1000, 1]_size|tdg_iter_descent_v3[1000, 1]_time|tdg_iter_descent_v3[1000, 1]_size|tdg_iter_descent_v4[1000, 1]_time|tdg_iter_descent_v4[1000, 1]_size
270.7037875652313|1094|142.31386375427246|1206|257.53431820869446|1112|262.27942728996277|1123|250.96812558174133|1157|255.34533596038818|1164|260.14576506614685|1141
260.4910910129547|1145|140.67385506629944|1206|262.63147163391113|1118|269.83852195739746|1139|255.5790822505951|1145|254.07083988189697|1156|270.1178774833679|1124
263.4999315738678|1107|142.5273723602295|1206|258.67267513275146|1118|270.63578820228577|1125|252.97629809379578|1133|257.58521819114685|1135|266.4392488002777|1132
266.0258367061615|1129|141.23280477523804|1206|265.20947551727295|1115|269.7447612285614|1140|255.81409692764282|1155|262.66516637802124|1115|263.7280375957489|1137
267.26729583740234|1120|141.9446737766266|1206|259.95440006256104|1145|265.51731634140015|1132|253.01207089424133|1120|259.0067505836487|1138|264.82437348365784|1143
268.86390948295593|1125|140.3976514339447|1206|261.31575298309326|1119|265.4442789554596|1135|253.9502146244049|1115|265.6955945491791|1103|267.7530779838562|1142
265.487158536911|1128|141.60157012939453|1206|258.7905583381653|1142|265.91908168792725|1140|250.74799871444702|1134|254.31931400299072|1148|271.73692321777344|1140
282.34895968437195|1052|140.98917865753174|1206|261.2411208152771|1127|269.52122378349304|1143|253.1294493675232|1130|251.85628414154053|1148|268.83680486679077|1142
262.3021728992462|1144|141.43896484375|1206|259.5190122127533|1133|270.89639806747437|1116|252.1139395236969|1133|251.47358870506287|1143|272.55236768722534|1135
265.6946654319763|1135|141.6020073890686|1206|264.76319122314453|1134|274.1985082626343|1095|255.90557312965393|1122|261.06735014915466|1144|275.7857618331909|1120
260.2864899635315|1139|140.8780779838562|1206|261.97560954093933|1143|264.2205376625061|1130|250.0518250465393|1130|256.87310099601746|1123|267.33674669265747|1126
259.4546625614166|1135|141.20872330665588|1206|258.42323088645935|1139|263.91561222076416|1116|251.30209231376648|1144|258.8137435913086|1144|262.90550565719604|1145
262.7209312915802|1125|139.8761351108551|1206|264.20367550849915|1115|265.59071946144104|1144|249.98465156555176|1132|263.6558635234833|1137|270.7734913825989|1138
260.5018382072449|1134|140.7549431324005|1206|259.64637422561646|1137|268.2367115020752|1133|251.56007027626038|1125|261.1849660873413|1134|268.7491455078125|1146
266.2299225330353|1112|139.53327989578247|1206|258.68165373802185|1122|264.37506437301636|1138|252.79254508018494|1143|267.51548433303833|1124|268.1702389717102|1156
260.34915256500244|1131|140.84113907814026|1206|260.71728014945984|1101|264.2929058074951|1108|251.01821422576904|1151|270.83501076698303|1102|262.75788259506226|1154
268.45380687713623|1122|139.80232906341553|1206|260.54538893699646|1131|262.5562674999237|1135|254.09256768226624|1144|258.9724090099335|1143|268.58796191215515|1127
269.2294840812683|1109|140.99759101867676|1206|268.49620962142944|1109|260.6505217552185|1134|252.31316471099854|1119|264.02315974235535|1140|267.36630153656006|1134
266.0884819030762|1118|139.56437277793884|1206|259.84389328956604|1126|265.97260451316833|1114|254.31850481033325|1130|270.24846839904785|1133|265.10324335098267|1149
265.033833026886|1130|140.7337920665741|1206|257.65037059783936|1137|265.58541202545166|1145|258.1210210323334|1122|270.0740542411804|1134|264.4705719947815|1136
