tdg&iter_descent[10000, 1]
time,|TSS|
77.96238398551941,166
74.88385581970215,169
78.18354511260986,166
75.59934043884277,195
75.36663508415222,174
72.32891821861267,170
73.35380721092224,176
72.13136529922485,170
76.18161749839783,154
70.83295679092407,181
69.67726373672485,156
71.53443741798401,181
71.07183146476746,168
70.8793694972992,182
74.54523730278015,169
71.41404414176941,178
73.84731268882751,175
76.99944281578064,165
72.8389720916748,168
68.11899256706238,174
