tdg&doerr1+1[3;10000]
time,|TSS|
343.10955595970154,331
319.8341362476349,346
307.431090593338,340
313.40287494659424,331
328.57690262794495,340
308.2137887477875,340
303.86209630966187,345
312.25793051719666,326
318.64047360420227,336
277.07987999916077,339
273.884779214859,346
272.9017412662506,338
268.19329833984375,335
270.5363359451294,332
272.06104850769043,314
279.6696410179138,334
279.0702745914459,322
282.6840994358063,303
257.12195801734924,336
273.71448802948,323
