tdg&iter_descent[10000, 1]
time,|TSS|
1016.3750863075256,1349
1007.9328193664551,1374
992.3491337299347,1372
886.6211524009705,1379
906.3914315700531,1362
893.8497076034546,1376
887.8865487575531,1361
868.2351536750793,1413
868.9021279811859,1364
816.6792623996735,1412
880.3701701164246,1388
852.0598578453064,1366
791.1724672317505,1368
791.7211225032806,1404
808.7504260540009,1338
806.4495334625244,1342
804.8515405654907,1355
770.5334982872009,1357
760.709938287735,1338
674.0892512798309,1384
