tdg&iter_descent[10000, 1]
time,|TSS|
152.7029459476471,374
143.29304957389832,409
146.24746537208557,382
136.42567610740662,412
128.06233882904053,421
140.62072038650513,384
141.67833065986633,374
142.717378616333,354
137.66295862197876,382
138.3211064338684,378
125.89957857131958,390
106.9007556438446,380
107.12340259552002,429
107.06563305854797,396
108.70983505249023,383
107.21585941314697,374
107.25158381462097,425
104.0434935092926,368
104.46320605278015,415
106.15333390235901,397
