tdg&1+1[10000]
time,|TSS|
394.46042490005493,414
354.3045394420624,409
365.4816474914551,396
345.9000051021576,414
347.0466570854187,399
353.37197041511536,393
327.52540850639343,404
347.01565289497375,403
343.4109606742859,408
317.8802568912506,412
318.13277077674866,388
300.65980291366577,412
318.6587061882019,408
302.3967704772949,406
296.3949489593506,416
294.9421195983887,401
306.92650961875916,399
300.74477529525757,403
305.9935710430145,417
310.2115705013275,402
