tdg&doerr1+1[3;10000]
time,|TSS|
171.01543927192688,210
157.6679139137268,210
173.85095930099487,217
162.8097620010376,210
172.63154983520508,204
162.01180863380432,214
163.25577855110168,218
161.806782245636,215
166.29973125457764,214
159.99707555770874,216
168.8817811012268,201
156.60033750534058,221
163.29917216300964,205
164.9948377609253,216
169.49011158943176,220
162.3289978504181,210
161.14490938186646,214
148.4924511909485,206
151.11022996902466,213
147.1514654159546,222
