tdg&iter_descent[10000, 1]
time,|TSS|
917.2533974647522,1204
932.0976626873016,1218
940.2035748958588,1190
835.0875718593597,1214
823.0248289108276,1214
840.8021385669708,1183
823.7328469753265,1203
810.4095988273621,1217
793.7566666603088,1209
805.2560398578644,1223
806.5722150802612,1198
816.0694239139557,1191
770.4042036533356,1223
754.2900822162628,1210
745.696569442749,1225
758.3635592460632,1181
742.6916148662567,1195
730.9259443283081,1213
722.247236251831,1209
781.1499321460724,1219
