tdg&doerr1+1[3;10000]
time,|TSS|
595.12082862854,3172
603.4036762714386,3190
601.6604571342468,3229
601.7775604724884,3190
586.7369627952576,3185
528.9345254898071,3192
526.2790923118591,3188
511.99645137786865,3222
520.7743906974792,3188
510.7684531211853,3194
514.823659658432,3176
510.2212903499603,3178
509.6849625110626,3214
505.67287254333496,3196
506.5598669052124,3183
503.50121569633484,3185
499.05592679977417,3233
510.7675361633301,3197
501.9354763031006,3203
503.9006459712982,3171
