tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
161.1874339580536|512|5238|122.96101808547974|512|6926
157.3866913318634|512|5238|120.03355574607849|512|6843
157.67406749725342|512|5238|119.71931004524231|512|6254
158.57787942886353|512|5238|120.66181588172913|512|6545
152.0124545097351|512|5238|122.25675773620605|512|7193
155.2617199420929|512|5238|122.54048585891724|512|7871
158.63631510734558|512|5238|127.99742984771729|512|8178
156.23219919204712|512|5238|119.66644024848938|512|6853
157.254873752594|512|5238|122.09910488128662|512|6778
154.381112575531|512|5238|121.82944655418396|512|6768
154.35851669311523|512|5238|122.8211784362793|512|7922
157.62438297271729|512|5238|121.98103618621826|512|8142
154.74520111083984|512|5238|121.28921914100647|512|8071
155.29182767868042|512|5238|121.86277961730957|512|6834
155.9721703529358|512|5238|122.60601592063904|512|6566
154.1224353313446|512|5238|122.71821331977844|512|7786
158.10623860359192|512|5238|120.88985443115234|512|7212
159.61548256874084|512|5238|124.32379078865051|512|7155
155.93374371528625|512|5238|125.60574579238892|512|7334
156.49418234825134|512|5238|126.3783483505249|512|6963
