tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
149.6084520816803|1291|2600|484.0216841697693|1291|3101
147.76248788833618|1291|2600|481.5697298049927|1291|3143
148.95367884635925|1291|2600|483.9947454929352|1291|3161
150.17364192008972|1291|2600|481.4321563243866|1291|3119
146.48028016090393|1291|2600|478.5459086894989|1291|3128
146.11391353607178|1291|2600|487.4255373477936|1291|3138
148.06423115730286|1291|2600|478.6206204891205|1291|3183
148.34631967544556|1291|2600|478.32232666015625|1291|3113
148.644677400589|1291|2600|487.7100303173065|1291|3120
146.28176975250244|1291|2600|485.40613746643066|1291|3131
148.8911955356598|1291|2600|483.9872739315033|1291|3173
146.93042421340942|1291|2600|475.71739649772644|1291|3165
145.95625972747803|1291|2600|489.73055815696716|1291|3274
147.6515007019043|1291|2600|476.8662827014923|1291|3105
146.5581591129303|1291|2600|474.7697432041168|1291|3093
145.32889032363892|1291|2600|466.4759259223938|1291|3104
147.4789695739746|1291|2600|438.5093309879303|1291|3199
148.2382116317749|1291|2600|433.8993308544159|1291|3112
150.23142266273499|1291|2600|425.78200697898865|1291|3122
148.9917755126953|1291|2600|430.6995749473572|1291|3120
