tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
605.2467126846313|2382|4269|257.8609309196472|2382|4516
606.5060322284698|2382|4269|261.7433304786682|2382|4511
605.7496690750122|2382|4269|259.0508313179016|2382|4507
599.9259507656097|2382|4269|260.3462517261505|2382|4521
605.1821825504303|2382|4269|254.23268127441406|2382|4490
606.6815094947815|2382|4269|254.09949398040771|2382|4509
599.0187764167786|2382|4269|254.44049501419067|2382|4490
597.0391826629639|2382|4269|252.24932646751404|2382|4499
603.9698040485382|2382|4269|253.11696767807007|2382|4503
600.9722692966461|2382|4269|257.9938406944275|2382|4513
601.2664716243744|2382|4269|254.61487221717834|2382|4499
607.5870509147644|2382|4269|254.84150552749634|2382|4520
607.9807422161102|2382|4269|244.6358642578125|2382|4493
605.7614848613739|2382|4269|237.33245182037354|2382|4496
602.7717554569244|2382|4269|220.31318974494934|2382|4499
593.4632658958435|2382|4269|218.26549792289734|2382|4512
586.5737040042877|2382|4269|214.12886881828308|2382|4516
593.5553228855133|2382|4269|204.00778532028198|2382|4513
560.3604679107666|2382|4269|194.38704776763916|2382|4494
539.2535533905029|2382|4269|180.55903315544128|2382|4493
