tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
163.40837812423706|404|5254|126.38424015045166|404|8136
160.70856928825378|404|5254|120.20886659622192|404|7909
159.54650950431824|404|5254|125.25813221931458|404|8272
161.07350373268127|404|5254|121.2118787765503|404|7943
154.979261636734|404|5254|120.41865420341492|404|8168
156.4921543598175|404|5254|124.95127129554749|404|7978
161.20471501350403|404|5254|124.85099077224731|404|8221
157.75593876838684|404|5254|123.83104252815247|404|8256
156.5971176624298|404|5254|125.22634053230286|404|8225
157.10321426391602|404|5254|121.29827404022217|404|8174
156.57802081108093|404|5254|120.50342988967896|404|7966
156.21811890602112|404|5254|119.19380378723145|404|8014
158.38500881195068|404|5254|129.5143039226532|404|8344
157.30211305618286|404|5254|126.62129712104797|404|8206
156.43575739860535|404|5254|125.78029084205627|404|8010
156.71496772766113|404|5254|121.8675274848938|404|8208
160.65186882019043|404|5254|125.81244373321533|404|8239
159.93087553977966|404|5254|127.74049925804138|404|7987
159.11303281784058|404|5254|135.38313221931458|404|8369
159.3784041404724|404|5254|131.12707924842834|404|8165
