tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
589.3014507293701|2312|4269|255.64260697364807|2312|4502
592.6433937549591|2312|4269|257.9713017940521|2312|4490
584.5066587924957|2312|4269|254.13052582740784|2312|4483
585.6577723026276|2312|4269|253.47835445404053|2312|4505
585.9171822071075|2312|4269|248.72354102134705|2312|4497
592.4439678192139|2312|4269|250.45887231826782|2312|4502
586.3921535015106|2312|4269|247.9143364429474|2312|4492
587.7388279438019|2312|4269|248.8879840373993|2312|4506
584.1784150600433|2312|4269|250.4713852405548|2312|4507
585.7056334018707|2312|4269|253.62092852592468|2312|4501
580.8851659297943|2312|4269|251.47162175178528|2312|4501
593.0959796905518|2312|4269|251.921692609787|2312|4491
587.4247786998749|2312|4269|252.20979070663452|2312|4486
587.4425728321075|2312|4269|233.7606704235077|2312|4505
583.0749416351318|2312|4269|233.56271934509277|2312|4505
581.9013493061066|2312|4269|212.72149968147278|2312|4511
571.7592618465424|2312|4269|211.16584944725037|2312|4496
577.2866997718811|2312|4269|209.21360421180725|2312|4503
560.9418706893921|2312|4269|197.27654933929443|2312|4481
532.7211947441101|2312|4269|195.2312355041504|2312|4505
