tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
88.41043758392334|227|3788|60.25543737411499|227|5408
86.96718716621399|227|3788|61.31973624229431|227|4707
85.61288499832153|227|3788|58.86268067359924|227|5148
87.00979661941528|227|3788|61.38520383834839|227|5074
85.86522674560547|227|3788|61.08049440383911|227|5158
86.49516344070435|227|3788|60.99677562713623|227|5230
87.81294798851013|227|3788|61.41031455993652|227|5244
83.87926769256592|227|3788|60.22298812866211|227|5474
83.77520084381104|227|3788|61.74883556365967|227|4908
86.2667179107666|227|3788|62.89753818511963|227|5064
84.2450041770935|227|3788|62.991297006607056|227|5369
86.34579133987427|227|3788|64.00350069999695|227|5006
88.20856285095215|227|3788|59.77592968940735|227|5549
84.72872138023376|227|3788|64.01338291168213|227|5475
86.07956671714783|227|3788|63.7127161026001|227|5667
85.83933925628662|227|3788|61.689950942993164|227|5214
84.8086805343628|227|3788|61.9023814201355|227|4876
86.00629138946533|227|3788|63.679725885391235|227|5289
85.19174718856812|227|3788|65.49797487258911|227|5666
84.91948819160461|227|3788|63.20130801200867|227|5264
