tdg_iter_descent_IMP[5000, 1]
time,|TSS|,sol
126.38424015045166,404,6892&3064&2423&6321&2158&7849&1111&6365&4972&2824&2173&5812&8066&3501&3104&315&2781&7262&3871&5915&1290&369&2245&7680&169&529&89&1436&6361&4835&834&7503&2699&4338&8567&191&4951&3121&6166&631&565&3089&2195&1268&4525&4408&272&1359&5100&6606&3668&4745&4479&79&159&558&1990&6861&2725&11&1656&4988&4205&2893&4894&3713&27&5409&1437&956&6200&4949&5858&5764&3718&611&6739&633&1513&1194&1420&3636&6074&6845&5462&6471&972&4149&1121&2030&7669&195&5872&1627&1547&3402&1116&3245&1559&6061&7138&1753&3156&1583&3434&1886&5381&6511&4352&1864&292&5478&417&3927&964&3080&2667&1289&80&4823&1427&1119&4190&3531&408&903&687&2902&1392&112&2704&5032&5522&5194&3041&2343&5077&5561&6529&6176&3221&8008&1981&4330&8286&157&5388&2375&7139&2558&1431&3091&3022&1282&6076&6101&1078&5510&4986&3543&1942&7279&2612&444&1157&7125&5271&5430&6953&7544&512&1209&43&1935&406&7578&360&4151&728&1231&426&909&3536&1989&2427&5129&2057&2415&1992&2132&1532&824&5606&759&1128&792&2023&1045&6216&983&2475&6446&2081&3120&7378&5565&5326&936&1106&5678&1713&6632&6836&3928&215&3559&2674&1247&5126&1002&1114&5598&472&785&1917&5704&4698&1458&854&2537&5816&1246&4471&4183&88&698&5246&3214&1255&6624&4630&3623&5683&327&3857&1697&2686&1974&2360&887&3419&3019&553&2641&1205&5609&7689&1330&1540&688&3112&2190&4901&499&532&3580&4670&2408&2222&5600&6893&1311&7421&4092&3473&3537&4692&141&6490&3258&636&3533&3936&4429&244&3581&7054&368&3307&2652&4204&2936&446&5157&8330&1263&1763&284&2525&1266&5414&588&3288&3579&6448&889&927&321&4194&173&4293&2861&337&1354&7303&1674&6541&4132&111&4740&730&2302&1767&3906&1884&2492&2487&5589&3128&139&1273&7765&353&2979&1207&1527&1729&3417&219&988&4228&156&7757&5174&2789&6231&543&7987&2552&420&1250&5904&2954&452&148&4495&268&2499&1414&4003&0&1000&6331&1384&2149&2251&5784&6163&6954&4357&2658&2598&7543&238&5227&7818&815&1303&1946&4322&1807&1945&1154&3837&2771&3356&569&3673&2722&3071&3868&425&1618&1732&7487&4161&2826&2660&906&204&5355&54&488&811
120.20886659622192,404,6892&7030&2158&6365&609&3428&2824&2173&5812&8066&3104&315&2781&7262&1791&1290&169&89&6361&2673&7503&191&396&4951&3121&6327&5990&5016&3406&5610&272&5105&5100&6300&6606&3668&1792&3941&5631&7658&4479&3035&159&5748&3163&558&1990&6861&2725&11&1656&2893&4894&3713&27&1437&4949&198&4103&3718&2708&5103&2608&5072&1513&1194&4532&1781&3074&3636&6074&6845&6238&1121&7020&2539&4748&1537&195&5872&1627&4805&3402&1547&1116&512&6061&6370&1753&6081&5017&1103&138&3156&1583&3434&2766&1886&5111&1864&292&2956&8246&417&3927&3367&3080&1304&2667&80&1427&2577&1119&2064&1939&2171&4839&1603&408&903&350&5647&3639&2429&3441&687&1392&6534&112&2704&5522&5475&7486&3041&2343&5077&5561&5978&1981&4330&1715&157&3119&3530&6313&2147&7139&2558&4312&3022&5860&1282&6076&3863&6101&3021&4640&5510&5033&2653&1942&7279&7608&2612&1157&7125&2590&6468&5430&825&4743&2502&3475&43&5722&5527&1935&806&5138&1701&2574&7578&4151&1231&426&909&3536&2057&2415&1992&2132&824&1219&2037&2244&983&1604&6657&6446&982&3120&7378&5326&1106&3836&3318&3723&6836&1538&221&215&2840&3559&5114&1247&5126&375&2665&785&5704&7001&4698&1458&2326&2537&5816&987&1246&5424&954&679&7342&2404&88&698&5246&3214&2301&4308&2357&5147&2068&4630&1970&3623&5683&3645&4148&2707&3857&1697&107&2686&2604&3110&3419&887&4057&1379&3019&3105&553&2641&2257&1205&1330&1540&688&3184&2190&4901&532&2649&4670&2408&2222&1065&1828&7421&6490&7126&3317&3533&3936&2516&244&6569&5680&3265&3581&2644&1648&3099&5463&1720&3307&1841&1783&3648&5480&2936&446&5157&4937&284&2419&6531&3046&1266&588&3288&3579&6448&2659&889&6078&5137&4194&173&805&2861&337&333&1674&4553&4132&111&4740&730&2302&248&995&3906&5501&2487&6524&3128&139&5902&1273&7765&353&291&5539&1207&1527&5403&1729&4043&3417&4228&2789&6231&543&2552&341&420&1250&4422&148&2499&1414&4003&0&1384&2149&5087&612&7526&6163&6954&7362&7354&7543&5227&659&7818&815&1303&1946&2169&7782&2771&3356&6494&569&8087&2089&4444&560&3673&6548&247&7154&3071&3868&1618&1732&4161&2826&5355&54&488&2976
125.25813221931458,404,2423&6321&1581&2158&7849&1111&6365&3428&4972&2824&2173&5812&8066&5538&315&2781&7262&5915&1290&169&529&89&4835&1522&7503&6202&4951&467&3377&2817&1256&1268&5610&7419&272&5105&7008&1359&5100&5383&7763&6606&4340&3668&1792&468&450&4745&5631&4479&159&2534&1257&64&558&1990&3989&461&6861&5217&11&1656&4988&2893&4894&3713&27&5409&2248&1437&2654&4949&2729&5764&3718&6561&7749&2437&1513&1194&870&4176&3636&6074&6845&2873&4397&6344&7020&1537&195&5872&1627&4805&3402&1547&3436&1116&6061&650&1753&3592&3156&3434&1886&4352&4307&1864&292&5478&5890&417&3927&3080&1304&6693&4655&2667&3980&80&1427&2577&1184&2698&5859&408&903&350&1281&687&2902&1079&1392&6534&112&6316&2704&115&2145&3041&2343&5077&311&454&5561&4010&3221&3959&1981&4330&8286&157&1411&2558&3401&5996&3022&4121&2692&1282&6076&6595&6101&2442&5510&4986&4544&1942&7279&4065&2612&5405&1157&2590&6468&5430&916&512&6609&5495&43&1935&1835&1701&2574&7578&1730&4151&1231&5941&426&909&1731&3536&1989&6456&5690&108&2057&2415&1992&824&1647&6844&983&2475&6657&6446&7378&5565&1486&3723&1538&221&215&5801&40&3559&5541&1247&2713&5126&2665&785&5704&7001&4698&1319&854&5816&4398&1246&2870&4386&954&4471&679&6630&88&3214&4630&4822&3623&2214&5683&876&327&3857&1697&3851&2686&2360&22&1535&3019&4089&553&5142&2641&1225&1205&5609&119&1330&1540&688&5617&2190&4901&1830&8188&532&2649&4670&2408&2222&6893&1311&1828&7421&6490&3258&3533&3936&244&3581&3740&2656&2991&3648&915&2936&446&6431&4937&2792&284&3082&3366&6531&2525&1266&3579&6448&5482&889&4194&173&7141&4293&1534&337&263&4902&1674&4132&1098&4740&730&2302&248&1767&1069&3906&1261&1884&4145&2492&2487&45&2760&3128&139&2625&1273&7765&353&1207&6682&1729&4043&988&4228&5250&2479&2789&6231&543&3619&2823&2552&341&420&1105&1958&2499&1414&0&1384&2149&612&6195&6163&6954&2115&2598&5457&6221&5227&3726&7818&1361&815&1303&1946&4322&1807&1945&1154&2771&5825&6494&569&3356&4906&993&3673&2452&247&6381&1765&7154&2722&3071&3868&1618&1732&4161&2826&1445&4857&5355&488&2976
121.2118787765503,404,6892&4929&2423&6321&1581&2158&1111&6365&564&2824&5812&694&315&2781&7262&1290&369&169&529&89&1436&6361&4096&2855&7503&191&4951&4735&3916&1256&878&6288&272&2378&1848&1359&5100&1315&6606&4340&1792&4745&2775&5631&4479&5550&4749&159&2534&2621&558&81&5217&203&6861&11&2893&4894&27&1973&1437&4949&5764&4103&3718&2546&462&1513&1194&2975&3636&6074&1408&2891&7020&1537&195&3600&5872&1627&4805&1547&3436&1116&6061&6370&1753&3912&4981&948&6140&6766&3156&3434&5039&1886&5111&4352&1864&292&5478&3029&1441&3927&3367&3080&1304&2667&80&3159&1427&3452&670&2577&4635&1119&4836&2698&5379&5226&350&1281&5206&687&339&3748&1392&112&3521&115&3041&2343&5077&7941&5561&5889&3221&2848&1981&4330&6726&157&5952&2558&2940&787&6600&3022&6564&6076&2908&782&6101&7197&2442&4640&5510&4986&557&1942&7279&7608&2612&1157&5165&2590&3848&5430&6734&2502&916&512&3475&4611&43&3966&1935&1701&2574&7578&4151&1231&2677&426&909&3536&7982&2057&2415&5685&824&1647&1219&6216&983&2244&6657&839&7671&6446&3120&7378&2265&6836&1538&3559&5126&1059&2665&3139&200&3357&785&5704&6115&3287&4698&1458&2537&6232&1246&4471&4183&4744&3859&88&6929&5246&3214&4716&5353&1889&3086&4308&4630&6499&3623&3754&5683&327&3857&1697&1343&2121&3234&2686&1190&1974&2360&887&5562&3293&3972&2570&3019&2567&7345&3929&2641&1205&3239&1330&1540&688&2190&4901&2649&7331&4670&2408&2222&1311&1828&5328&754&7421&3658&719&8180&6490&3258&7126&3533&3936&3613&3317&5680&3581&5302&5042&2881&3931&1322&3648&2936&446&5157&5962&284&3103&1266&4995&3288&3579&6448&1985&1922&889&4194&173&7141&4293&2861&337&3409&7906&1674&4132&880&2309&111&4740&2302&248&8004&3906&5501&3590&6428&3260&2492&2487&4077&3128&139&353&1207&5403&5804&6222&347&1729&4043&3417&219&988&5754&2231&1857&4228&2601&7757&5174&2789&6231&543&2823&2552&341&420&361&3304&148&2499&1414&3087&6714&1384&2149&1206&6163&6954&2658&2598&6221&7543&458&5227&659&7818&815&1303&1728&1946&1945&1154&2771&3356&569&2089&1132&3673&247&7637&7154&2722&3071&3868&1618&4161&383&5355&54&488
120.41865420341492,404,6892&6321&1581&2158&1111&6365&2824&2173&5812&8066&2878&1601&3104&315&2781&7262&369&169&529&89&4835&6361&1522&6907&7503&2855&2673&1996&234&4951&3121&1091&2769&2168&4888&1268&6072&2929&5610&5350&272&5105&7008&5100&6606&1817&4169&5631&4479&4749&159&1628&558&1990&6861&2725&766&1656&5086&2893&967&27&5409&3023&1437&4949&198&4103&3718&2768&4598&1513&1194&870&3636&6074&5462&2539&3017&1537&195&5872&1627&1547&3402&512&3436&6061&1103&3821&3999&2409&3156&3434&1886&4352&3818&1864&292&610&417&3135&1441&3927&1404&3367&3493&3080&2667&2901&80&4823&1427&2577&1119&2171&2528&408&903&350&2700&2429&687&5634&2902&1392&6534&112&4237&2704&5522&7288&1024&220&3041&2343&5077&5561&1068&3221&1981&5956&1092&6279&8286&157&5388&2558&1284&4312&3801&3022&6076&6101&5510&4986&4544&1942&7279&1388&2612&1157&7125&277&5045&2377&2236&3475&3966&1935&2455&2574&7578&4151&1231&426&909&3536&1989&5291&7982&6440&2415&1992&5685&5566&824&6462&1647&1219&6844&983&4535&6657&7671&6446&3887&982&3120&7378&5565&5326&5178&7261&1713&1486&1538&3044&1247&6356&5126&1028&1059&2665&2217&785&7870&5704&4698&854&2537&7663&5816&1246&5913&5242&4471&4183&5515&476&88&698&3214&2301&4873&4630&5068&5683&3645&327&3857&1697&941&2686&3694&2360&3419&3672&5862&3929&2641&1205&2900&1330&1540&688&3112&4737&4901&499&532&2649&4858&2408&1311&1828&1234&1253&7421&8495&7183&4692&6490&3258&3533&3936&3613&244&8691&3581&3740&647&5463&2881&2656&5193&2936&6151&3526&446&5157&6070&3513&284&1566&402&1266&104&3288&3579&6448&1985&6248&889&4194&173&5289&4293&2861&337&4902&2093&2746&4132&1721&111&4740&730&2302&248&3115&4049&5098&3906&5501&5483&1884&3693&2492&2487&3875&2760&3128&1273&7765&353&5592&1207&1527&6222&6309&1729&4043&3417&2002&219&7886&988&4342&4228&2479&6231&543&2552&341&420&148&268&2532&380&0&6331&1384&2149&1102&6163&6954&2115&6322&2598&801&1373&6221&2172&8534&7543&5227&1424&7818&815&1303&1946&4322&6364&1807&1945&2771&3356&569&3673&5530&3990&318&7154&3071&4925&1618&1732&4161&2826&4857&5355&54&4021
124.95127129554749,404,6892&3064&4929&28&2423&5340&6321&1581&6094&6649&2158&7849&1111&6365&3943&2824&2173&5812&3104&315&2781&7262&1791&5915&1290&369&5458&169&529&89&4835&6289&2855&7503&191&234&4951&3121&4526&6166&6234&4525&4181&272&5105&1359&5100&1&6606&3668&1792&6755&4745&4479&7658&6458&159&558&1990&6861&2725&766&1656&3052&2893&4894&27&5409&5694&1437&6990&4103&3718&4492&4617&6895&1400&1513&1194&4532&1546&3636&6074&6845&972&6997&7020&2539&2047&1537&195&5872&1627&4805&3402&1547&1116&512&6061&4877&1753&1103&3093&6081&3912&6092&1583&3434&1886&4927&1864&292&175&417&5107&3927&964&3192&680&3080&5382&2667&80&4823&1427&2577&5349&2171&408&903&350&2700&2429&687&7912&3773&1392&6534&112&5522&5032&115&1024&5780&3041&2343&5077&946&5762&5561&3221&992&1981&4330&8286&157&3119&2558&4079&1431&2362&3022&4121&6076&1726&6101&3021&7214&5510&4986&6784&1942&7279&1388&1157&7125&5212&2590&5430&3475&4551&4856&1935&806&4850&7578&1701&1730&4151&1231&728&1077&5017&909&3536&1989&68&2415&1992&5685&8694&1647&983&6657&7671&6446&336&3120&7378&5565&5326&1149&1538&221&5834&215&3559&1247&5126&1991&2665&785&6638&5704&6115&5851&4698&1458&2537&4999&5816&1617&1246&8050&4471&679&6045&88&698&5246&3214&2527&5619&4630&5454&3187&5683&3645&327&3857&1697&2686&3110&1974&2360&1535&3019&389&381&2641&1205&5609&5768&1330&1540&2190&1355&499&532&2649&4670&2408&837&6910&1311&1828&3595&7421&4734&6490&3258&3533&2516&244&5183&3573&3581&7319&3648&1426&2936&1751&6180&446&4854&1556&6531&3103&4232&7540&1266&208&588&3288&3579&6448&5482&2324&5485&889&379&4194&173&2861&337&1674&4132&111&4336&4942&4740&730&2302&248&241&1148&1884&2487&1193&6655&1745&6099&1273&7765&291&2559&643&1207&1527&6560&2235&1729&4043&3417&4159&219&988&4228&2789&6231&543&361&2823&2552&341&1016&420&3454&148&0&6331&1384&2149&3336&6163&6954&7354&3547&2620&6221&8534&7543&5227&3726&7818&815&1303&1946&4322&2381&1945&1154&8175&3356&6494&569&7545&3673&2452&247&7154&2722&3071&1618&1732&4161&2826&1445&204&5355&54&488&3650&1667
124.85099077224731,404,6892&657&4929&1010&556&6321&1581&2158&1111&15&6365&4972&2824&2173&5812&8066&3501&3104&315&2781&7262&1146&1791&5915&1290&369&2541&169&89&5891&4835&4096&2699&191&4951&3121&3446&1407&4735&2817&4842&5622&4525&272&5105&7008&5100&1315&6606&1792&468&2031&895&4479&159&1940&507&558&1990&6861&2725&1656&2893&4894&27&3350&1437&956&4949&6158&6&1785&5764&3718&2448&300&4617&2437&1513&1194&4044&3636&6074&6845&6997&7020&2539&1537&195&5872&1627&4805&3402&1547&1116&1559&6061&1932&1753&3254&3912&3156&3434&5604&8254&1886&5111&4352&1864&292&5478&666&8246&417&1441&3927&3080&1304&2667&3980&4823&1427&2577&4635&4855&2698&2171&4839&5859&1056&4287&408&903&3127&5647&1281&1316&687&1392&112&4494&115&5780&3041&2343&5077&7941&5561&3221&1768&1981&465&157&7923&3119&2375&2558&2512&3022&4121&264&1282&6076&4828&6101&5510&4986&557&1487&4567&2055&1942&7279&2612&1157&7125&1784&3996&2590&5112&5430&1034&916&512&3475&4611&4833&43&1935&2574&4151&1231&426&909&3536&1989&2057&2415&1992&5606&824&1219&983&4428&6657&6446&7378&5326&5565&5404&1538&3559&5126&2665&597&7529&785&2338&5704&7001&4698&1458&854&2537&6285&6164&1180&1246&4125&8050&4471&4183&88&698&3214&2301&4716&3623&1299&858&5683&3645&4347&327&3857&1697&1904&3234&2686&2124&2360&3419&3019&3998&2641&1205&5609&1330&1540&688&5187&2190&4901&1167&532&2649&2408&3244&1828&7421&3658&4092&6490&3258&7126&3533&3936&551&3992&244&7602&5680&3581&1648&4777&2881&3307&7838&4045&3648&1426&2936&446&2185&284&3366&4054&6531&3103&1266&208&588&3288&3579&6448&6652&2797&5482&889&927&6078&4194&173&2978&3049&4293&2861&337&2018&1674&4132&880&111&4740&730&2302&4269&3906&5501&7219&1884&2487&3128&139&1273&7765&353&1207&6560&2327&1729&4043&3417&178&988&2231&4228&2789&6231&543&2552&420&1105&148&2499&5236&5629&1414&0&2107&2581&6331&1384&2149&3336&6163&6954&1741&7354&6562&2598&7203&7543&5227&3611&7818&815&1303&1204&1946&4374&4322&2169&1945&2771&3356&6494&569&3673&2452&247&496&3195&7154&2722&3071&3868&1618&2826&1223&5355&54&488&917
123.83104252815247,404,7252&8403&545&2423&6321&1581&2158&4177&1111&6365&5273&2824&2821&5812&1396&2026&2733&315&2781&1968&1791&5915&369&169&89&8634&5313&7503&191&234&6166&3121&1624&5105&5100&1&2549&6606&3668&7943&2775&4479&7658&159&2388&3158&3163&1257&507&558&1990&6861&2725&1656&1921&2893&4894&27&5694&1437&956&7425&5764&5103&1563&6561&300&462&2437&1513&1194&1781&4831&3636&6074&6845&6997&1121&7020&2539&4748&1537&195&5872&1627&4805&3402&1547&1116&512&6061&3912&1753&2403&3156&3434&5111&4927&1864&292&417&1441&3927&965&3080&1304&2667&5301&2336&80&4823&1427&3176&3136&1258&2577&4635&2698&5859&408&350&1421&2175&1281&2429&2694&1777&687&2902&3773&2380&1392&6534&4936&4550&5032&3944&1024&3041&2343&5077&311&5561&6529&3221&1981&4330&1031&157&7863&2147&5388&2558&2605&1046&3022&1282&6076&6101&5510&4986&7664&1942&7279&3095&1779&2612&1536&1927&874&3499&1157&7125&1075&2590&2223&2920&5430&7544&2473&3475&3926&4611&1176&4856&2526&3966&1935&806&1730&4151&1231&1905&2677&426&3536&1989&6198&2057&2415&1992&2578&824&4016&1647&1219&983&3014&4535&6657&5057&6446&839&3120&7378&5565&794&6836&1538&221&215&5219&1803&3559&5114&1247&5126&375&2665&3527&785&5704&7001&6115&4698&1458&854&2537&5816&1246&7027&4183&4788&4744&3859&88&3214&1889&4630&2035&4822&5683&3645&327&3857&1697&3851&2121&4557&2686&1974&2360&887&3419&3019&553&2641&1205&5609&283&23&1330&1540&6297&2190&4901&2649&4670&6893&1311&1828&3261&6910&1234&3658&2718&640&6490&3258&3533&3936&244&5680&3581&3307&1325&3648&60&2936&446&5157&5158&8330&4717&284&3752&2525&1266&588&3288&3579&6448&5612&889&4194&173&2978&4293&2861&3283&3096&4902&1674&3614&111&730&2302&248&7893&5501&1884&2487&139&5902&2625&1273&7765&353&2406&1207&973&5364&8424&634&1729&3417&219&7886&988&4228&2789&6231&543&7117&2823&2552&341&420&1794&2499&1414&7767&1088&6331&3995&1384&2149&3185&6954&2115&6901&7203&6221&4948&8534&7543&750&5227&7818&815&1303&3920&1946&1944&4322&1945&2428&5825&6494&569&3356&8087&3673&5530&247&7154&2722&3071&1618&1732&2826&3784&5355&488
125.22634053230286,404,6892&4887&395&6321&1581&2158&7849&121&2824&2173&5812&8066&3104&315&2781&7262&1791&5915&1290&369&169&529&2699&1635&4951&3121&2642&1217&1089&1268&969&7363&5737&3514&1186&3780&5610&272&5105&5100&6606&4340&4745&2775&4479&749&159&7813&2621&507&558&6861&2893&4894&27&1800&1437&4949&717&5764&4642&7216&1513&1194&870&6074&6997&7020&2539&4748&1537&195&5872&1627&4805&3402&1547&1116&512&6061&1932&1753&4085&3018&3156&3434&4352&1864&292&5478&417&3135&3927&964&3080&1304&2667&1550&2336&80&3159&1427&2613&2577&4635&1119&863&2171&3531&408&903&6319&350&7107&687&2902&3758&5935&4576&1752&1392&112&4753&115&5780&3041&5787&5561&3221&8039&6178&1981&4330&8286&157&1011&2558&493&1431&3022&5134&6076&6101&1230&2379&5510&4986&1942&7279&1388&2612&1157&2590&5430&8297&916&4611&1176&6822&43&3966&1935&406&806&5138&1701&7578&202&4151&728&1231&909&1731&3536&1989&3006&108&2057&1992&5685&824&1399&3310&1219&4627&918&983&6657&6446&3120&7378&5565&3655&6836&1538&221&215&1543&5114&1247&5126&4496&4372&2665&3139&785&5704&4698&1458&6363&2537&5816&1246&5723&5814&3332&2334&4471&4183&4744&2432&698&3214&4110&4489&3911&5068&4630&3320&3623&5683&3645&327&1697&8161&2686&1190&3612&1974&2360&3419&1641&3019&3672&3470&3225&1205&1330&1540&688&1058&2190&4901&5022&5535&532&466&4670&2408&6893&6910&1828&7421&3211&4692&6490&636&542&3936&3317&66&399&1678&6569&5680&3581&4339&4058&2881&709&2936&5157&4937&3366&1035&6531&1266&4989&588&1099&3288&3579&6448&5482&2659&8018&889&4194&173&2861&337&5885&5700&333&1674&4132&1027&3220&4740&730&2302&3906&5501&1148&1884&2487&443&6524&3128&139&6099&1273&353&5592&1207&1527&6682&973&6512&971&1890&1729&4043&3417&2002&1100&178&1259&4522&6918&4228&3978&5174&6231&2552&341&1016&420&148&5400&307&1414&2107&6331&1384&2149&7783&612&6163&6954&6562&5807&2115&2598&1373&6221&2454&8534&7543&5227&4628&7818&1587&815&1303&1946&4322&3538&1945&5396&150&2771&3356&569&3673&2452&3535&247&2941&6413&2722&3071&3133&1182&3868&725&1618&1732&4161&2826&4857&5355&54&488
