tdg_iter_descent_v4[10000, 1, 25]_time|tdg_iter_descent_v4[10000, 1, 25]_size|tdg_iter_descent_v4[10000, 1, 50]_time|tdg_iter_descent_v4[10000, 1, 50]_size|tdg_iter_descent_v4[10000, 1, 75]_time|tdg_iter_descent_v4[10000, 1, 75]_size|tdg_iter_descent_v4[10000, 1, 100]_time|tdg_iter_descent_v4[10000, 1, 100]_size|tdg_iter_descent_v4[10000, 1, 125]_time|tdg_iter_descent_v4[10000, 1, 125]_size
440.77190375328064|379|457.2174725532532|367|439.36537313461304|384|493.0508909225464|408|516.9072773456573|378
425.95076751708984|391|423.14013957977295|451|441.18640971183777|386|476.57664585113525|435|446.08551597595215|368
423.43377447128296|394|412.5124337673187|491|446.5779678821564|399|496.2787284851074|416|432.1923768520355|469
439.40186500549316|383|448.86278223991394|393|435.2742369174957|419|486.12588763237|407|436.0647406578064|404
418.29554891586304|436|439.93373131752014|412|436.5656132698059|422|494.0556688308716|426|423.4659860134125|410
439.26826333999634|365|450.3125011920929|372|446.4403483867645|420|498.6065344810486|380|437.92074608802795|429
424.62733817100525|444|441.7079451084137|409|445.9817245006561|394|499.75967359542847|430|449.54449582099915|375
423.8416087627411|391|425.9101047515869|465|439.9365906715393|406|503.2705113887787|381|430.46593141555786|386
438.1367082595825|372|432.28233098983765|454|452.2037835121155|399|478.3614046573639|455|422.86734104156494|449
429.21204710006714|430|436.405193567276|405|430.04660534858704|407|495.5897798538208|404|448.68516516685486|396
420.98678159713745|393|449.2199561595917|398|447.27685737609863|392|507.919894695282|374|410.5485770702362|426
435.87751030921936|411|449.4821238517761|400|447.29232692718506|384|506.25375390052795|394|400.225967168808|382
435.20229291915894|383|428.18227672576904|416|448.6226873397827|387|502.98536014556885|395|391.407133102417|416
418.3789093494415|426|451.7754533290863|372|430.1465096473694|429|487.58227372169495|393|383.39501452445984|410
420.9718117713928|455|453.3323349952698|400|442.33996415138245|386|505.4583206176758|394|384.791335105896|378
414.9609525203705|379|431.82256269454956|402|434.63087916374207|436|500.6193690299988|384|391.1066701412201|387
417.2997977733612|384|437.2802150249481|399|434.3607974052429|390|502.60812997817993|397|377.9458088874817|377
437.4540464878082|383|450.9851875305176|380|431.45546102523804|405|487.5354092121124|458|355.56416487693787|414
415.9430594444275|415|429.7819571495056|399|433.7771337032318|445|464.3343789577484|397|369.3770127296448|366
422.79333686828613|393|427.98398518562317|402|430.2380654811859|382|489.6295278072357|383|341.81727504730225|420
