tdg_iter_descent_v4[10000, 1, 25]_time|tdg_iter_descent_v4[10000, 1, 25]_size|tdg_iter_descent_v4[10000, 1, 50]_time|tdg_iter_descent_v4[10000, 1, 50]_size|tdg_iter_descent_v4[10000, 1, 75]_time|tdg_iter_descent_v4[10000, 1, 75]_size|tdg_iter_descent_v4[10000, 1, 100]_time|tdg_iter_descent_v4[10000, 1, 100]_size|tdg_iter_descent_v4[10000, 1, 125]_time|tdg_iter_descent_v4[10000, 1, 125]_size
229.82994961738586|182|232.32482981681824|184|221.72004008293152|175|205.49081087112427|169|256.2794806957245|179
219.56209683418274|184|224.02898144721985|191|218.7566273212433|204|211.85665273666382|177|223.91343140602112|164
223.61077666282654|188|234.5798077583313|175|225.96110796928406|181|219.38777375221252|173|224.69933533668518|178
225.9041726589203|184|226.14143896102905|170|219.11170649528503|186|219.9480323791504|174|230.19360756874084|163
223.60396218299866|196|220.9447524547577|185|229.18058395385742|168|210.82062363624573|180|227.0788538455963|163
224.9955289363861|162|216.04666757583618|175|220.4947853088379|182|225.01225924491882|163|214.89598560333252|180
225.1733512878418|190|223.8798520565033|171|226.44225144386292|172|214.03007555007935|195|208.04280972480774|175
228.26521968841553|175|224.31381154060364|186|224.33638167381287|169|216.59949398040771|218|217.7100067138672|181
220.90320658683777|180|229.8756501674652|190|225.9215853214264|179|214.79764866828918|181|217.4324927330017|163
231.88410544395447|161|227.2766077518463|170|233.16650438308716|177|209.5780177116394|191|229.04812002182007|169
220.36298418045044|170|212.22020649909973|200|234.12090611457825|182|213.83600974082947|174|224.6298270225525|167
223.6388294696808|195|222.7369029521942|193|213.31872487068176|190|216.95315790176392|170|224.9735186100006|177
219.22881984710693|179|221.8038945198059|182|230.0185580253601|160|222.7159264087677|167|215.289067029953|153
233.66685843467712|179|230.40348148345947|188|226.9047508239746|182|221.05655121803284|186|213.15637850761414|166
222.21637392044067|182|219.77983474731445|184|232.66325497627258|207|211.6337685585022|195|211.47849249839783|183
224.047789812088|163|221.33672451972961|190|231.9653537273407|173|213.08983516693115|183|228.01848435401917|164
224.99879670143127|200|219.757798910141|185|225.65041971206665|164|208.76076579093933|207|228.26527500152588|205
225.7776825428009|202|232.3544352054596|176|221.86771297454834|178|214.40446209907532|168|230.37620568275452|162
220.1780641078949|171|224.68279910087585|165|231.452050447464|181|219.48322343826294|174|214.10849905014038|189
225.14725804328918|160|211.32396483421326|193|225.41607856750488|189|218.8999650478363|185|211.48195838928223|211
