tdg_iter_descent_v4[10000, 1, 25]_time|tdg_iter_descent_v4[10000, 1, 25]_size|tdg_iter_descent_v4[10000, 1, 50]_time|tdg_iter_descent_v4[10000, 1, 50]_size|tdg_iter_descent_v4[10000, 1, 75]_time|tdg_iter_descent_v4[10000, 1, 75]_size|tdg_iter_descent_v4[10000, 1, 100]_time|tdg_iter_descent_v4[10000, 1, 100]_size|tdg_iter_descent_v4[10000, 1, 125]_time|tdg_iter_descent_v4[10000, 1, 125]_size
1216.7205266952515|3580|1300.3268220424652|3564|1215.7035820484161|3563|1421.0462353229523|3560|1419.9870030879974|3568
1222.1535573005676|3582|1314.524358034134|3568|1233.2266581058502|3577|1444.7682473659515|3544|1435.5898733139038|3557
1232.6622786521912|3562|1292.062970161438|3566|1228.5253388881683|3564|1416.875629901886|3555|1408.1444721221924|3584
1219.8222987651825|3567|1286.3121809959412|3550|1229.811058998108|3563|1396.9187078475952|3578|1322.8159239292145|3563
1223.7677164077759|3560|1302.332061290741|3556|1227.1928787231445|3564|1421.443766117096|3572|1286.368751525879|3567
1216.6649820804596|3575|1275.0286633968353|3576|1216.6569149494171|3563|1424.4269766807556|3568|1202.519498348236|3568
1201.5643055438995|3584|1274.0633759498596|3570|1210.6989302635193|3562|1397.0468456745148|3566|1210.6904191970825|3549
1186.4776031970978|3577|1270.386049747467|3575|1206.2833178043365|3545|1301.8458313941956|3562|1209.649198293686|3556
1202.418879032135|3581|1267.3007164001465|3557|1206.4226145744324|3562|1259.5703921318054|3566|1205.7072412967682|3558
1201.1103048324585|3565|1257.3994069099426|3578|1218.4187259674072|3556|1048.567167520523|3575|1186.6792645454407|3573
1199.763682126999|3576|1255.5455927848816|3554|1209.166333436966|3565|1037.756825208664|3574|1065.037235736847|3569
1205.969303369522|3564|1248.7211022377014|3559|1214.5059781074524|3563|1041.1237716674805|3584|1037.1646792888641|3557
1191.0311136245728|3564|1247.0217304229736|3576|1231.5491194725037|3569|1037.5348386764526|3559|1055.806569814682|3558
1188.1326079368591|3558|1242.4303267002106|3575|1229.830741405487|3573|1038.7040045261383|3571|1033.4299223423004|3576
1188.0154242515564|3570|1257.6905336380005|3545|1236.3543846607208|3566|1029.3185348510742|3571|1038.9204061031342|3572
1173.8482789993286|3571|1269.9945216178894|3586|1219.154640674591|3561|1018.3842942714691|3551|1004.3155226707458|3565
1163.9440157413483|3565|1281.2721183300018|3569|1225.6101722717285|3550|1017.5874636173248|3558|999.5321481227875|3562
1163.6703181266785|3559|1272.0029969215393|3582|1216.5746977329254|3570|1017.7429864406586|3566|986.560996055603|3570
1179.29958319664|3555|1272.814169883728|3569|1223.9871561527252|3557|1011.6763598918915|3564|958.5596354007721|3573
1175.0925829410553|3563|1259.9610013961792|3574|1231.7026131153107|3556|1009.9804198741913|3574|869.6821041107178|3553
