tdg_iter_descent[10000, 2]
time,|TSS|,sol
207.62378454208374,192,3981&2288&1084&1856&1992&5572&1028&736&1445&366&1398&2392&1136&4196&180&2199&146&554&5171&2093&5200&2819&1669&1168&303&20&1534&129&3616&5406&1026&1098&866&4973&130&1749&2080&423&5504&3296&873&2498&4005&1866&1212&3163&1644&1403&2362&4689&1882&2221&127&2948&1040&2134&473&5788&3866&2225&2293&111&2890&2049&2345&1703&4769&859&4293&3463&5682&579&108&3514&1742&125&6071&428&1666&410&4628&2376&399&1396&963&5417&4891&1275&1562&1815&4004&3462&1181&418&3066&3613&1734&4434&3080&5645&2048&151&2657&521&1002&251&3615&1877&3398&1361&1424&105&83&2114&391&66&5618&3926&967&64&1286&3930&1198&2050&3295&2523&4557&2384&5498&478&572&949&636&1075&310&3232&3715&887&4285&1301&390&715&3310&3797&2828&1610&5515&922&370&3475&667&3571&804&193&576&4334&1459&196&2451&679&1200&1753&5537&950&4230&1620&1657&3716&335&43&3771&703&2654&2017&2322&439&2798&1626&3191&2821&1659&1462&2014&17&4788&1814&1307&3364&198&3095&2086&133
203.8025631904602,190,3981&5096&1533&5321&1969&1856&1992&659&2942&3988&1333&736&1890&1943&1398&1466&2184&180&136&4890&2199&1922&146&786&1649&3913&606&962&695&1191&195&20&1534&129&3616&169&3599&1974&4973&1749&4748&4282&5504&3296&873&1579&2498&1163&961&2358&3163&1403&4689&289&1882&279&2148&3312&2761&2134&1476&5788&2055&2293&846&111&2049&1193&194&693&4553&1556&108&1855&247&2803&2145&1742&125&1025&6071&428&1400&248&399&250&1396&963&1973&1815&1275&3813&821&3462&1181&2039&3066&3613&989&4434&5645&2048&521&3363&3615&1877&1318&1361&5807&2114&728&5618&1674&967&906&1286&2871&3930&1792&5077&4207&1198&1529&131&191&30&2279&2244&2384&2653&478&411&4124&310&2829&3715&887&390&1301&3558&1141&3310&3797&2828&1610&382&370&3475&667&193&804&576&4334&98&1030&1229&2451&679&1117&1200&2646&1753&5537&138&4230&1620&1657&531&335&43&629&703&2654&2017&820&878&439&4407&1626&4423&1167&2821&5154&3433&17&4788&3095&1307&3364&236
212.7030007839203,182,1969&1856&1305&1992&3700&5572&3135&659&2942&736&4324&1445&1108&1398&180&136&4041&146&3016&786&3913&2241&606&2870&3178&1669&20&3616&1098&1026&1749&5504&3296&873&1579&2498&192&961&1888&930&652&3163&1644&1403&2362&4689&3179&5285&3312&2761&2134&1218&1476&5788&2055&55&1369&2293&111&2890&2049&2345&194&2596&1703&859&4769&693&1294&5542&472&1685&1742&929&1025&6071&428&1400&44&248&399&955&2223&886&4891&1815&4004&821&3462&2039&3066&39&989&4434&5645&2048&244&521&1765&3363&3615&1877&2797&1424&1946&1836&1785&3926&967&4741&64&2871&3930&145&1198&131&165&2279&2523&2244&2653&2193&1273&478&3305&636&1027&310&3715&4793&390&4285&3558&1141&3310&2828&1610&3893&382&370&3475&667&1834&193&804&576&4334&98&3087&1030&1200&1753&5537&238&138&509&1657&531&43&3771&2654&2017&4781&1397&999&2079&2798&1626&753&412&1636&1659&1462&2014&1748&1820&3095&3364&1814&236&2086&3833
213.14549231529236,179,49&1969&3415&896&1856&1992&5572&2942&3946&736&1890&988&1445&1108&1398&1466&3933&4196&180&136&2199&4041&146&786&1337&5423&2870&264&1932&303&20&1534&1692&3616&169&5406&1098&3599&1255&1749&2375&4587&3138&448&3551&5504&3296&873&1579&2498&5625&1930&300&1644&1403&5285&1154&2948&279&3056&3312&2761&1411&5788&55&1698&1317&2293&111&2049&4769&693&2794&108&247&1742&2599&125&6071&428&248&955&863&1396&537&1815&1275&1562&3813&4004&821&1181&2039&39&989&4434&2048&521&1002&769&3615&251&1877&1318&1424&3374&1836&571&2114&66&1785&3926&1484&4684&1497&1792&3930&4880&1198&191&699&2384&1297&1237&478&636&1075&310&3232&3715&1527&390&1923&3310&2828&4369&3475&667&1834&804&4334&196&1229&2826&1137&1165&1780&1200&2646&2231&5537&1753&1603&138&3943&1620&1657&6070&2638&531&948&3716&335&3897&3771&2654&2017&2322&2798&1626&4356&647&5154&3095&1814&236&4319&2086&133
213.65169978141785,184,1969&2546&896&3919&1992&5572&2942&2102&736&1890&4324&1445&1108&4482&1398&1466&2001&180&136&146&167&2241&4081&1222&20&1534&747&1692&3323&169&5406&1098&3599&1974&1749&2904&5504&873&3346&1579&2498&192&1163&355&3929&1212&3163&1644&1403&4689&289&1882&5304&279&3312&2761&2134&416&5788&762&1698&1369&1317&2293&2907&1433&2049&2596&1703&4769&693&859&1556&108&1855&247&472&1685&3285&1742&3886&1124&125&6071&428&1666&44&399&955&1396&4891&1815&1275&1562&3813&4004&4206&3462&1181&2039&3066&3613&39&989&4434&151&1805&521&1002&769&3615&1877&907&1318&1361&1675&2114&1785&1674&3926&22&64&2253&4880&1198&131&2279&2244&2384&3833&478&855&1075&3232&3715&390&3310&2828&1610&4235&370&3475&667&3571&1834&193&804&576&4746&1030&1729&679&1200&2231&1753&5537&2862&138&1620&1657&2638&948&3716&335&43&1429&4686&2654&2017&439&2798&1626&4423&1636&752&1659&5154&2629&1307&3364&236&4319&2086&1217
207.25242733955383,175,1856&2485&718&1547&5572&2942&938&3259&1243&736&4324&1445&110&1398&180&4041&146&606&4551&1557&2290&303&1281&20&169&5406&1749&881&2080&864&5504&3296&873&2498&1163&961&1212&3929&3163&1403&2362&1389&4689&33&5285&1882&127&2948&3312&2761&2134&473&4107&5788&111&2049&2596&1703&4769&693&5241&4293&1556&859&2794&2333&73&1685&1742&421&125&4740&428&1400&955&250&4875&1973&1815&1562&3813&4004&3140&1181&3038&3066&1589&1734&989&4434&2048&151&521&769&3615&4694&1877&2486&1318&3849&1478&288&1675&2114&66&1674&280&22&3930&1792&1198&2050&191&165&2523&2384&2653&3466&209&478&5168&411&636&1075&310&3232&2325&3903&1548&390&3310&2828&922&4825&370&3475&667&804&576&1001&4334&1459&4792&1030&1229&1780&1200&1753&5537&1541&1620&1657&2638&3220&948&335&43&3771&5073&2654&2017&797&4781&439&2798&1626&4400&1636&1659&4&236&505&4852&422&133
210.81960892677307,178,1969&49&896&1856&1992&718&5572&3846&2942&2102&736&1890&4324&1108&5113&1398&1466&180&4890&4041&146&786&606&1222&3358&2888&1191&303&1847&20&1534&1692&611&4903&169&5406&1749&5504&1579&2498&3163&1403&2362&1389&4689&801&2471&289&279&4203&3312&2761&2134&5788&55&1369&2293&111&2596&1703&4769&693&859&4293&3514&1685&1742&929&125&4740&428&248&2248&5775&250&1396&4875&1973&1815&1275&1562&4986&3140&2039&3066&39&2569&989&4434&1310&2048&1805&521&1765&3615&1877&1318&5220&1361&1478&2114&66&1785&22&3137&1004&1792&4093&1198&131&165&2523&2244&2384&2653&380&2532&478&3305&636&1075&310&1920&3715&3098&390&3310&3797&2828&1610&3309&370&3475&667&3571&1834&193&804&576&1699&196&236&2826&2927&2723&679&1200&2646&1753&2231&5537&138&4441&1657&43&3863&945&3771&4686&2654&2017&4781&67&1172&2798&1626&63&412&3088&5931&1659&4432&1748&3364&2831&3459&3607&4852
221.86376404762268,188,49&896&2474&1856&1992&718&1547&736&1890&1230&1445&1398&4191&1466&180&136&4041&1850&3016&2329&786&554&1390&264&3178&1191&101&303&4539&20&3767&4754&5529&3616&5406&1098&2808&1749&2080&5504&3296&4242&1579&2498&961&1930&4032&1644&1403&4689&1520&1089&1882&2948&279&5788&55&4109&1698&3866&2225&1317&2293&111&2391&2049&2596&4769&693&859&108&3514&247&2803&1685&1742&125&6071&428&1400&44&399&955&1396&963&1973&1815&1275&1562&821&4004&3462&2530&2039&3066&39&3613&989&4434&5645&2048&151&521&6023&3363&3615&1877&1361&1478&1675&2114&66&1785&1674&3926&967&4741&4684&64&3930&1792&1497&1198&191&2523&2384&2653&1247&478&636&310&3232&3715&887&390&4285&3310&3797&1610&5716&4073&370&3475&667&3571&1834&804&484&576&3058&196&2451&1229&2281&679&1117&1200&1753&5537&138&5315&1620&1657&3468&2638&3716&335&3771&2654&2017&4781&1397&2798&1626&1659&5154&1462&3747&17&3095&1307&3364&858&236&4319&3956&3833&133
210.29043531417847,181,3981&2288&902&1969&1856&559&1992&3670&5572&5082&659&2399&1028&736&1445&1108&1466&1573&2728&180&136&2199&4041&146&3016&167&786&3358&1191&155&1847&3616&5406&1098&284&1974&4973&4587&5504&873&3296&1579&3676&2498&1163&961&2228&1888&3929&3163&4355&1644&1403&2362&4689&2948&3312&2761&1218&1476&55&1698&1648&2293&111&2345&1027&2596&693&2690&4293&1556&326&700&108&3514&247&1685&3285&1742&125&6071&4740&428&44&5775&955&863&1396&537&4891&1815&1562&4004&3824&3462&2039&3066&3613&989&4434&5645&3507&1805&521&3615&1877&1318&1361&3023&3024&2885&2898&4732&1785&3926&22&906&64&3930&1198&3&2523&2384&1273&2575&5338&478&5168&636&490&310&3715&1548&390&1301&109&3310&2828&1610&370&3475&667&3571&1834&804&6180&576&1895&1399&4334&1459&196&1939&2451&1200&2646&1753&2231&5537&138&1714&1620&1657&2638&335&43&3771&2654&2017&4781&1626&1636&686&5154&1462&6046&3364&236&4825&133
