tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
154.8531358242035|1562|3237|561.4208052158356|1562|3614
155.49533987045288|1562|3237|559.675199508667|1562|3623
156.54760718345642|1562|3237|559.1418704986572|1562|3637
155.71246981620789|1562|3237|514.5705687999725|1562|3591
155.70641684532166|1562|3237|505.7944493293762|1562|3573
156.33610653877258|1562|3237|505.7317669391632|1562|3594
155.8546507358551|1562|3237|505.8239252567291|1562|3653
156.29276084899902|1562|3237|502.50421714782715|1562|3631
156.3263144493103|1562|3237|501.339396238327|1562|3637
155.7594816684723|1562|3237|489.4805727005005|1562|3618
156.86528873443604|1562|3237|494.5001893043518|1562|3594
158.18528270721436|1562|3237|499.4670264720917|1562|3653
156.25249338150024|1562|3237|504.2537190914154|1562|3657
156.74939489364624|1562|3237|500.8685522079468|1562|3617
157.09747958183289|1562|3237|501.4595274925232|1562|3612
157.99260902404785|1562|3237|496.61934638023376|1562|3624
156.6269292831421|1562|3237|494.09957814216614|1562|3622
155.6593041419983|1562|3237|493.36181902885437|1562|3600
157.01312518119812|1562|3237|493.6628186702728|1562|3579
155.16736674308777|1562|3237|495.6785464286804|1562|3587
