tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
572.107191324234|3735|5692|259.968665599823|3735|5812
594.3886995315552|3735|5692|242.10138988494873|3735|5794
576.6024880409241|3735|5692|240.72956204414368|3735|5793
588.6453814506531|3735|5692|239.19933819770813|3735|5812
585.2763602733612|3735|5692|237.45773816108704|3735|5800
595.3421988487244|3735|5692|237.25647139549255|3735|5796
578.0224993228912|3735|5692|232.7424201965332|3735|5800
593.7351336479187|3735|5692|231.03980350494385|3735|5802
583.8715634346008|3735|5692|230.9568645954132|3735|5787
571.1010098457336|3735|5692|233.12424159049988|3735|5799
554.4235906600952|3735|5692|232.7404980659485|3735|5801
558.8183133602142|3735|5692|231.3877649307251|3735|5803
525.8269774913788|3735|5692|230.79028272628784|3735|5807
535.4879989624023|3735|5692|232.5088129043579|3735|5818
525.5892932415009|3735|5692|232.38388538360596|3735|5809
524.4092547893524|3735|5692|229.8545331954956|3735|5799
512.8449890613556|3735|5692|230.42606592178345|3735|5807
522.1320567131042|3735|5692|230.18244886398315|3735|5804
512.209020614624|3735|5692|229.28627920150757|3735|5806
521.3098769187927|3735|5692|229.798406124115|3735|5822
