tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
167.88998651504517|588|7137|141.30684351921082|588|8420
169.08898782730103|588|7137|143.7818248271942|588|8543
169.42391324043274|588|7137|143.12241530418396|588|8521
167.945618391037|588|7137|142.47174906730652|588|8490
168.55967807769775|588|7137|141.33985424041748|588|8541
170.26655411720276|588|7137|131.30614948272705|588|8536
169.78078055381775|588|7137|125.41279649734497|588|8504
169.75834846496582|588|7137|120.69715452194214|588|8503
172.0582766532898|588|7137|115.87390971183777|588|8414
169.42514395713806|588|7137|117.3041033744812|588|8400
171.11312317848206|588|7137|117.98318219184875|588|8521
171.7463800907135|588|7137|117.20086431503296|588|8549
170.77561497688293|588|7137|118.71633529663086|588|8539
170.03447270393372|588|7137|116.54716753959656|588|8530
170.98192715644836|588|7137|114.30693244934082|588|8555
169.92507529258728|588|7137|113.94792795181274|588|8491
167.8605020046234|588|7137|114.77534770965576|588|8536
169.14384818077087|588|7137|113.32394647598267|588|8526
165.0440011024475|588|7137|113.99300622940063|588|8580
166.47288846969604|588|7137|113.02356219291687|588|8549
