tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
173.34573769569397|449|8126|138.48164343833923|449|8467
172.65358519554138|449|8126|141.14080810546875|449|8460
175.4228174686432|449|8126|142.71574640274048|449|8504
172.96202111244202|449|8126|141.6747395992279|449|8453
174.1525683403015|449|8126|133.98332405090332|449|8526
176.26486110687256|449|8126|127.8251142501831|449|8448
174.9672818183899|449|8126|123.15892934799194|449|8497
174.31155347824097|449|8126|118.9968490600586|449|8472
174.80554342269897|449|8126|118.81654119491577|449|8489
175.9427092075348|449|8126|115.04625105857849|449|8424
174.3303849697113|449|8126|117.39882159233093|449|8535
178.38930130004883|449|8126|114.33495855331421|449|8485
173.90165495872498|449|8126|115.42480754852295|449|8513
174.93799877166748|449|8126|113.53366351127625|449|8371
174.15695190429688|449|8126|112.44772696495056|449|8390
171.89291977882385|449|8126|113.32437586784363|449|8401
171.94963216781616|449|8126|113.2593207359314|449|8494
170.21946334838867|449|8126|116.03572678565979|449|8509
173.0123827457428|449|8126|112.10422277450562|449|8405
171.41120028495789|449|8126|111.15896654129028|449|8451
