tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
25.140812635421753|1576|4194|96.20795249938965|1576|4326
25.1173734664917|1576|4194|95.408212184906|1576|4321
25.25756335258484|1576|4194|94.70154523849487|1576|4313
25.11553978919983|1576|4194|96.60689949989319|1576|4335
24.954769611358643|1576|4194|94.74264359474182|1576|4338
25.23840069770813|1576|4194|95.48103618621826|1576|4323
24.987719535827637|1576|4194|94.44538235664368|1576|4316
25.091061115264893|1576|4194|93.87660551071167|1576|4321
25.123823642730713|1576|4194|95.08588218688965|1576|4339
25.186189651489258|1576|4194|92.57811117172241|1576|4325
25.153286933898926|1576|4194|93.82917547225952|1576|4325
25.232144832611084|1576|4194|94.81005692481995|1576|4335
25.099533796310425|1576|4194|94.17201828956604|1576|4331
25.061597108840942|1576|4194|94.28038311004639|1576|4326
25.358712434768677|1576|4194|93.89203095436096|1576|4329
25.469930410385132|1576|4194|94.45127129554749|1576|4339
25.071147441864014|1576|4194|94.78976154327393|1576|4323
25.644487142562866|1576|4194|90.55578899383545|1576|4330
25.17081093788147|1576|4194|88.73688220977783|1576|4323
25.127776622772217|1576|4194|86.88783025741577|1576|4327
