tdg_time|tdg_size|tdg_imp_fit|tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit
597.3935384750366|3805|5692|266.64098715782166|3805|5833
599.9694752693176|3805|5692|266.6761510372162|3805|5823
597.3721165657043|3805|5692|267.69971990585327|3805|5832
591.7716484069824|3805|5692|246.27102899551392|3805|5824
600.9335186481476|3805|5692|228.66258716583252|3805|5821
600.4691681861877|3805|5692|227.25968313217163|3805|5819
595.9892332553864|3805|5692|227.5718071460724|3805|5816
598.6940655708313|3805|5692|198.7340953350067|3805|5810
600.7696347236633|3805|5692|188.0903754234314|3805|5822
575.3437552452087|3805|5692|192.86417078971863|3805|5837
571.7639811038971|3805|5692|185.76838064193726|3805|5808
558.0280787944794|3805|5692|173.3829836845398|3805|5823
545.1014342308044|3805|5692|181.54079627990723|3805|5811
542.2919218540192|3805|5692|157.93431043624878|3805|5851
541.0829062461853|3805|5692|151.0948040485382|3805|5831
530.9036893844604|3805|5692|150.68286561965942|3805|5809
530.0730903148651|3805|5692|151.07091760635376|3805|5827
527.45494389534|3805|5692|151.56532073020935|3805|5840
529.8061814308167|3805|5692|150.77934288978577|3805|5812
526.5647962093353|3805|5692|150.55511260032654|3805|5813
