tdg_time|tdg_size|tdg_iter_descent[10000, 1]_time|tdg_iter_descent[10000, 1]_size|tdg_iter_descent[10000, 2]_time|tdg_iter_descent[10000, 2]_size|tdg_iter_descent[10000, 5]_time|tdg_iter_descent[10000, 5]_size|tdg_iter_descent_v2[10000, 1]_time|tdg_iter_descent_v2[10000, 1]_size|tdg_iter_descent_v3[10000, 1]_time|tdg_iter_descent_v3[10000, 1]_size
24.439026355743408|1475|304.62899136543274|1343|312.56030774116516|1364|301.84418654441833|1338|297.44597148895264|1356|288.96274280548096|1347
24.76474356651306|1475|308.13116002082825|1352|307.08292031288147|1339|302.64285159111023|1352|292.0397238731384|1356|287.50227642059326|1350
24.66623091697693|1475|308.047580242157|1348|308.17162227630615|1350|298.71244072914124|1339|296.42211866378784|1357|295.9146363735199|1354
25.15620470046997|1475|304.41689920425415|1358|308.6711013317108|1344|306.8218894004822|1347|291.390962600708|1351|301.8491129875183|1352
24.935459852218628|1475|305.97432374954224|1343|301.3393905162811|1347|304.8149325847626|1352|298.5998001098633|1355|295.95033049583435|1339
24.59814143180847|1475|312.76044392585754|1345|306.12182569503784|1348|300.81432914733887|1348|299.32603001594543|1362|296.65437936782837|1335
24.67408299446106|1475|312.01845049858093|1337|309.4198486804962|1346|297.3226706981659|1355|297.32593750953674|1357|294.0991108417511|1330
24.9384982585907|1475|300.95277309417725|1346|312.56781578063965|1348|292.8873972892761|1351|295.9080698490143|1350|297.0285987854004|1347
24.8632493019104|1475|300.74183893203735|1341|301.8193221092224|1342|298.0266463756561|1347|295.46581411361694|1347|299.307053565979|1346
24.978423833847046|1475|298.4895980358124|1345|303.34818387031555|1349|305.80724239349365|1345|304.23293352127075|1341|293.60932540893555|1333
24.251551389694214|1475|308.3696367740631|1343|307.00038599967957|1345|294.7700262069702|1343|294.7164947986603|1349|288.72109031677246|1344
23.88486099243164|1475|296.4971740245819|1353|303.0277855396271|1347|296.65632724761963|1351|288.89087319374084|1353|286.75761222839355|1348
23.951788902282715|1475|298.9342737197876|1341|303.5424540042877|1346|290.30980801582336|1329|294.49420976638794|1349|292.99647998809814|1354
24.15225338935852|1475|298.5247004032135|1338|306.49529242515564|1343|307.9102120399475|1349|297.54737281799316|1349|296.2770462036133|1346
23.832765817642212|1475|301.7376866340637|1343|297.2724223136902|1346|301.3017055988312|1339|294.6754698753357|1356|289.2281696796417|1341
24.087263584136963|1475|303.49378061294556|1348|305.4452884197235|1346|301.28987216949463|1346|300.6382703781128|1352|291.78095746040344|1355
24.1997013092041|1475|296.3011043071747|1341|311.9200575351715|1349|296.76157450675964|1350|286.78765749931335|1357|292.02098512649536|1345
23.703568935394287|1475|299.9388418197632|1337|306.10436153411865|1354|294.2082567214966|1352|291.71321988105774|1360|300.4307174682617|1354
23.823184967041016|1475|292.88604736328125|1334|303.47079706192017|1337|306.5002472400665|1335|285.83804535865784|1366|302.33035230636597|1344
24.009231328964233|1475|307.6294889450073|1350|309.66465067863464|1347|303.183797121048|1344|296.28313422203064|1358|295.30712246894836|1347
