tdg_time|tdg_size|tdg_iter_descent[10000, 1]_time|tdg_iter_descent[10000, 1]_size|tdg_iter_descent[10000, 2]_time|tdg_iter_descent[10000, 2]_size|tdg_iter_descent[10000, 5]_time|tdg_iter_descent[10000, 5]_size|tdg_iter_descent_v2[10000, 1]_time|tdg_iter_descent_v2[10000, 1]_size|tdg_iter_descent_v3[10000, 1]_time|tdg_iter_descent_v3[10000, 1]_size
24.335988998413086|1592|310.26615834236145|1469|307.97247338294983|1466|302.0822730064392|1474|294.4954483509064|1482|300.5581774711609|1473
24.890756607055664|1592|317.3311855792999|1467|311.5156934261322|1463|299.69804978370667|1469|293.8404860496521|1479|299.45545864105225|1472
24.75995111465454|1592|310.94431924819946|1471|313.87012481689453|1461|300.22832441329956|1474|293.9170858860016|1475|301.83274006843567|1468
25.152568578720093|1592|314.06896233558655|1473|306.94997668266296|1475|298.987478017807|1468|290.83241868019104|1479|299.7674629688263|1475
25.040739059448242|1592|310.03043723106384|1480|299.42392230033875|1478|305.2208001613617|1463|295.2044641971588|1489|293.88551115989685|1468
25.09638285636902|1592|313.2774410247803|1470|304.0987503528595|1465|302.32130336761475|1472|298.30683398246765|1475|297.0465805530548|1479
25.0534029006958|1592|311.65389919281006|1471|306.6197576522827|1477|294.8669056892395|1466|295.6928153038025|1472|296.8183710575104|1468
25.198224544525146|1592|302.4807856082916|1474|307.5925669670105|1466|298.0036859512329|1468|297.333322763443|1480|298.0341086387634|1470
25.19698143005371|1592|307.3484454154968|1466|307.258282661438|1468|300.3053412437439|1465|292.5538740158081|1467|303.25244975090027|1473
25.138413906097412|1592|304.6269361972809|1468|303.16320514678955|1461|299.0559358596802|1476|302.2367305755615|1476|299.87312483787537|1467
24.474074602127075|1592|311.7075128555298|1477|304.8497459888458|1469|301.0936002731323|1475|296.18342089653015|1477|296.9464747905731|1477
24.33032536506653|1592|297.10787534713745|1465|306.61339926719666|1472|294.6748631000519|1471|295.43043422698975|1479|295.99151587486267|1478
24.20077419281006|1592|300.8548901081085|1471|305.5059223175049|1456|293.8303453922272|1464|292.0303359031677|1473|297.7269902229309|1466
24.228761672973633|1592|300.36765694618225|1466|300.6030442714691|1473|303.6190176010132|1474|287.48231291770935|1482|304.79397559165955|1475
24.322659015655518|1592|307.6861045360565|1467|300.0147898197174|1474|300.5990195274353|1472|296.80993700027466|1480|299.0217852592468|1473
24.491621494293213|1592|304.2462136745453|1475|301.31838631629944|1463|298.4496750831604|1478|297.34194326400757|1472|295.30271339416504|1480
24.21233630180359|1592|298.4111623764038|1465|305.01929926872253|1467|299.1044466495514|1469|294.8024971485138|1474|292.99949073791504|1465
24.22415518760681|1592|302.4808304309845|1475|306.8883833885193|1460|299.7407171726227|1469|289.60037183761597|1477|300.6000244617462|1473
24.34576392173767|1592|300.6163008213043|1466|303.882449388504|1469|304.05098271369934|1475|287.11330938339233|1468|303.8021912574768|1469
24.347747087478638|1592|306.5027930736542|1475|305.73103404045105|1465|299.80172061920166|1464|291.2613744735718|1484|298.18034958839417|1471
