tdg_time|tdg_size|tdg_1+1[10000]_time|tdg_1+1[10000]_size|tdg_doerr1+1[3;10000]_time|tdg_doerr1+1[3;10000]_size|tdg_genetic[10000, 2, 4, 4]_time|tdg_genetic[10000, 2, 4, 4]_size|tdg_iter_descent[10000, 1]_time|tdg_iter_descent[10000, 1]_size|tdg_iter_descent[10000, 2]_time|tdg_iter_descent[10000, 2]_size|tdg_iter_descent[10000, 5]_time|tdg_iter_descent[10000, 5]_size|tdg_iter_descent_v2[10000, 1]_time|tdg_iter_descent_v2[10000, 1]_size|tdg_iter_descent_v3[10000, 1]_time|tdg_iter_descent_v3[10000, 1]_size|tdg_iter_descent_v4[10000, 1]_time|tdg_iter_descent_v4[10000, 1]_size|tdg_iter_descent_v5[10000, 1]_time|tdg_iter_descent_v5[10000, 1]_size|tdg_iter_descent_v6[10000, 1]_time|tdg_iter_descent_v6[10000, 1]_size
159.23004293441772|1526|816.6819713115692|1417|793.4494817256927|1445|983.08784532547|1483|1182.3940148353577|1399|1195.3180763721466|1379|1198.4271459579468|1385|1188.1893711090088|1395|1190.1305305957794|1381|1210.72079205513|1412|1086.516825914383|1504|796.6224329471588|1425
158.34248280525208|1526|824.4096300601959|1440|776.496785402298|1413|984.1903584003448|1491|1196.767868757248|1376|1201.8401608467102|1363|1190.8342897891998|1368|1183.7637293338776|1423|1192.6110093593597|1370|1224.981372833252|1402|1044.6425261497498|1500|802.4222383499146|1413
160.69544172286987|1526|826.7699236869812|1418|779.6163730621338|1441|983.9363112449646|1483|1199.5866074562073|1378|1182.4447436332703|1376|1195.2900822162628|1358|1171.8242449760437|1412|1198.00950217247|1382|1180.9293336868286|1406|1075.107115983963|1502|822.3873088359833|1439
158.04900360107422|1526|831.2756583690643|1426|786.4602835178375|1415|934.8614358901978|1482|1200.8808252811432|1385|1186.4340333938599|1388|1197.1625456809998|1367|1188.663290977478|1427|1146.423178911209|1391|1160.0725281238556|1417|1092.1333649158478|1484|803.0723180770874|1436
162.6586890220642|1526|823.952972650528|1427|786.3333144187927|1409|911.391077041626|1480|1203.065916776657|1355|1192.1740291118622|1380|1190.7733466625214|1377|1182.5976519584656|1387|1196.498848438263|1365|1116.5455837249756|1398|1112.1578447818756|1499|806.8388569355011|1435
157.082279920578|1526|825.220826625824|1423|791.5853343009949|1427|920.6971099376678|1479|1192.3298497200012|1379|1196.7329156398773|1358|1184.9470603466034|1380|1183.6128723621368|1414|1201.0065109729767|1378|1096.4101493358612|1410|1081.7899692058563|1487|803.4826893806458|1423
158.21053504943848|1526|829.5416696071625|1441|796.8765454292297|1435|875.1340391635895|1483|1188.728931903839|1360|1186.9395198822021|1385|1213.1166925430298|1344|1182.7788331508636|1406|1199.935070514679|1394|1101.410748720169|1400|1067.4344992637634|1500|807.2629096508026|1439
157.11068868637085|1526|831.5041317939758|1424|790.3699104785919|1436|862.9542725086212|1491|1156.8271625041962|1373|1189.5031514167786|1376|1192.9050958156586|1386|1186.620404958725|1398|1206.5122911930084|1365|1078.9131968021393|1412|1050.895495414734|1492|811.077440738678|1416
157.69851803779602|1526|817.8860793113708|1428|779.1917989253998|1403|854.1325616836548|1483|1167.7912459373474|1368|1193.830684185028|1376|1192.1770701408386|1390|1194.3329412937164|1409|1203.7834069728851|1387|1036.941764831543|1424|1099.1544435024261|1491|795.9961123466492|1408
156.4626066684723|1526|812.8252308368683|1417|781.9890689849854|1418|863.6870775222778|1484|1171.0576219558716|1381|1124.0397260189056|1363|1209.6262900829315|1366|1122.4127933979034|1440|1196.5714507102966|1372|1054.539119720459|1403|1065.6762075424194|1498|788.8196477890015|1449
