tdg_time|tdg_size|tdg_1+1[10000]_time|tdg_1+1[10000]_size|tdg_doerr1+1[3;10000]_time|tdg_doerr1+1[3;10000]_size|tdg_genetic[10000, 2, 4, 4]_time|tdg_genetic[10000, 2, 4, 4]_size|tdg_iter_descent[10000, 1]_time|tdg_iter_descent[10000, 1]_size|tdg_iter_descent[10000, 2]_time|tdg_iter_descent[10000, 2]_size|tdg_iter_descent[10000, 5]_time|tdg_iter_descent[10000, 5]_size|tdg_iter_descent_v2[10000, 1]_time|tdg_iter_descent_v2[10000, 1]_size|tdg_iter_descent_v3[10000, 1]_time|tdg_iter_descent_v3[10000, 1]_size|tdg_iter_descent_v4[10000, 1]_time|tdg_iter_descent_v4[10000, 1]_size|tdg_iter_descent_v5[10000, 1]_time|tdg_iter_descent_v5[10000, 1]_size|tdg_iter_descent_v6[10000, 1]_time|tdg_iter_descent_v6[10000, 1]_size
26.76381278038025|1592|134.42720246315002|1531|122.19892477989197|1535|138.97696328163147|1572|203.87574887275696|1501|204.19438195228577|1494|203.4253761768341|1495|192.7339243888855|1499|194.07576394081116|1489|189.9520742893219|1501|184.95739817619324|1514|133.91280150413513|1538
26.59783625602722|1592|133.39766693115234|1538|118.13685011863708|1539|146.4138627052307|1574|203.09597754478455|1498|203.18248510360718|1503|201.40566515922546|1489|192.88660597801208|1498|192.7854995727539|1506|198.73737478256226|1497|183.26519012451172|1515|129.9537913799286|1542
26.626070737838745|1592|137.18271350860596|1532|118.8604884147644|1533|147.9308376312256|1580|200.25660300254822|1495|199.99677181243896|1488|201.33908891677856|1491|192.02196669578552|1492|195.2205445766449|1495|202.02076959609985|1492|184.49974179267883|1517|129.98911380767822|1536
26.66981291770935|1592|134.11599135398865|1534|120.67294764518738|1534|146.52334928512573|1571|198.70204830169678|1503|195.3283884525299|1489|200.9343101978302|1504|192.85316824913025|1508|196.10502314567566|1486|196.2426769733429|1495|187.64244985580444|1508|128.37387013435364|1532
26.266481161117554|1592|132.4933180809021|1529|120.08958172798157|1538|147.15078139305115|1575|200.18993663787842|1494|205.47387528419495|1486|203.68142342567444|1493|189.638897895813|1495|198.36890625953674|1502|200.2000551223755|1494|187.46905708312988|1521|130.40266060829163|1533
26.65595030784607|1592|136.71817541122437|1541|117.13688278198242|1520|146.31326532363892|1577|202.70018577575684|1492|197.5403277873993|1490|205.48954272270203|1484|192.99386954307556|1503|196.11270189285278|1490|194.8039267063141|1499|185.24269676208496|1518|136.4699547290802|1534
25.933573961257935|1592|131.9361128807068|1539|114.41283130645752|1538|142.65414571762085|1572|201.41250348091125|1494|206.3723967075348|1495|204.3475215435028|1486|192.43381071090698|1499|198.9084987640381|1503|196.29456424713135|1498|181.4436526298523|1528|133.524316072464|1539
25.806673526763916|1592|136.60477113723755|1536|118.15799379348755|1528|143.28661727905273|1578|203.22523713111877|1494|194.75769805908203|1496|204.56729698181152|1483|194.2654571533203|1503|195.8422372341156|1500|201.8414249420166|1492|179.7534999847412|1523|134.2399561405182|1537
25.81119465827942|1592|135.28669023513794|1532|116.8829996585846|1536|146.02876257896423|1575|198.1777982711792|1495|201.67403197288513|1493|201.04583430290222|1491|191.45497059822083|1497|200.28342652320862|1494|202.46867728233337|1503|180.33217406272888|1503|135.40594816207886|1526
25.753173828125|1592|136.54584407806396|1538|120.41338157653809|1543|147.20714783668518|1570|198.8725607395172|1489|198.32574796676636|1487|204.7942614555359|1497|189.66057682037354|1503|197.96670389175415|1499|188.73299551010132|1492|191.99165439605713|1515|129.73611092567444|1532
26.00947141647339|1592|135.03375887870789|1535|120.48312091827393|1542|147.4632682800293|1578|203.11193895339966|1495|200.94378900527954|1487|208.41660809516907|1489|188.589111328125|1500|202.52743077278137|1499|177.41764545440674|1503|188.17827343940735|1525|129.72382497787476|1540
25.97149133682251|1592|133.49118280410767|1530|116.5080840587616|1529|144.49267601966858|1575|205.12389397621155|1501|201.15502071380615|1497|206.47951865196228|1485|191.55543327331543|1495|198.32766342163086|1496|183.0065758228302|1500|189.04244089126587|1521|125.58224248886108|1539
26.049246549606323|1592|136.7428114414215|1537|121.80543828010559|1538|146.04984045028687|1570|201.98884963989258|1497|202.59115648269653|1493|205.44897866249084|1495|192.95391535758972|1503|199.08242797851562|1498|180.65910243988037|1502|185.49154591560364|1531|127.28657841682434|1535
26.04904079437256|1592|134.52443933486938|1545|115.50568866729736|1531|144.49570226669312|1574|198.68919706344604|1494|195.31359148025513|1502|198.48162937164307|1495|193.00169348716736|1501|197.427494764328|1501|184.24215841293335|1500|184.8870906829834|1515|131.87362504005432|1525
26.408987760543823|1592|137.8286280632019|1539|117.31771445274353|1542|144.91958713531494|1580|203.82901787757874|1487|202.26833248138428|1503|201.9622848033905|1498|190.1146957874298|1498|198.98702311515808|1501|181.84041929244995|1501|185.00928163528442|1515|132.5156364440918|1539
26.39041781425476|1592|134.8324534893036|1534|116.21244144439697|1538|144.52096509933472|1570|205.06552863121033|1488|198.57778191566467|1497|204.81829524040222|1500|190.76723623275757|1497|201.2861771583557|1505|178.1158549785614|1497|188.50333070755005|1523|133.04432463645935|1528
26.17404842376709|1592|135.47154450416565|1535|119.26765894889832|1540|146.80581641197205|1574|204.96028542518616|1501|202.3230435848236|1488|208.45591497421265|1491|188.50267267227173|1498|201.68682312965393|1493|174.64001035690308|1510|191.13460731506348|1517|132.61587953567505|1536
26.33823561668396|1592|138.55192399024963|1536|121.71183586120605|1526|147.94002437591553|1574|200.6042125225067|1502|196.16667413711548|1498|203.4872555732727|1494|191.22586178779602|1502|201.59959602355957|1498|171.44290781021118|1498|192.58319568634033|1520|134.31415462493896|1520
25.968726873397827|1592|133.9022617340088|1535|117.85559725761414|1540|144.8842077255249|1575|202.89331030845642|1494|197.62371182441711|1489|202.7188696861267|1498|192.529470205307|1495|196.64150381088257|1497|168.1061794757843|1508|188.6594533920288|1520|130.56929326057434|1529
25.79025435447693|1592|139.10953879356384|1535|122.84097480773926|1535|143.60121273994446|1572|204.8865830898285|1499|192.51338648796082|1504|202.5520703792572|1497|193.8817434310913|1499|200.28399443626404|1496|170.45608615875244|1496|187.5603003501892|1511|133.13964295387268|1540
