tdg_time|tdg_size|tdg_1+1[10000]_time|tdg_1+1[10000]_size|tdg_doerr1+1[3;10000]_time|tdg_doerr1+1[3;10000]_size|tdg_genetic[10000, 2, 4, 4]_time|tdg_genetic[10000, 2, 4, 4]_size|tdg_iter_descent[10000, 1]_time|tdg_iter_descent[10000, 1]_size|tdg_iter_descent[10000, 2]_time|tdg_iter_descent[10000, 2]_size|tdg_iter_descent[10000, 5]_time|tdg_iter_descent[10000, 5]_size|tdg_iter_descent_v2[10000, 1]_time|tdg_iter_descent_v2[10000, 1]_size|tdg_iter_descent_v3[10000, 1]_time|tdg_iter_descent_v3[10000, 1]_size|tdg_iter_descent_v4[10000, 1]_time|tdg_iter_descent_v4[10000, 1]_size|tdg_iter_descent_v5[10000, 1]_time|tdg_iter_descent_v5[10000, 1]_size|tdg_iter_descent_v6[10000, 1]_time|tdg_iter_descent_v6[10000, 1]_size
149.34684443473816|1371|719.3282935619354|1249|688.5887787342072|1234|910.7571592330933|1316|1172.3841760158539|1220|1129.232961654663|1199|1101.6069719791412|1197|1012.2786402702332|1283|1107.732511997223|1209|1136.7586314678192|1234|1019.1142556667328|1352|705.5001316070557|1257
149.1167709827423|1371|730.1818797588348|1261|683.9106435775757|1256|909.3932275772095|1311|1121.200960636139|1222|1114.0661945343018|1220|1185.3976373672485|1193|1072.8362996578217|1228|1071.6794719696045|1262|1080.2773537635803|1245|1072.301319360733|1349|705.1152501106262|1257
149.7294361591339|1371|739.6813011169434|1263|699.9589457511902|1250|906.3476910591125|1320|1145.3421852588654|1213|1117.039392232895|1213|1086.4004454612732|1200|1059.8187763690948|1245|1103.967137336731|1195|1088.0500092506409|1204|1031.5068218708038|1336|721.083482503891|1262
147.9448800086975|1371|748.0196740627289|1249|696.2251880168915|1247|858.1774806976318|1325|1131.444423675537|1199|1104.6301002502441|1197|1159.8340797424316|1248|1077.5210931301117|1206|1137.1438319683075|1265|1016.7018496990204|1227|1037.1863822937012|1345|711.4483158588409|1255
148.42866969108582|1371|729.2334797382355|1224|697.2319915294647|1238|829.7292366027832|1319|1150.735918521881|1215|1112.6561970710754|1201|1052.1354491710663|1226|1065.2570819854736|1214|1176.2190351486206|1198|992.0118136405945|1254|1024.7409040927887|1339|706.0472583770752|1242
148.80177545547485|1371|741.1257455348969|1279|707.2169392108917|1261|842.6592307090759|1310|1134.7607824802399|1186|1089.5483157634735|1205|1109.0747249126434|1205|1054.98211145401|1266|1114.0029067993164|1203|983.9144289493561|1242|1019.188116312027|1351|720.3840646743774|1272
146.59342765808105|1371|728.8992264270782|1252|704.6338932514191|1261|849.5938987731934|1322|1202.031218290329|1221|1092.8073625564575|1205|1096.1085329055786|1208|1061.1305074691772|1247|1114.0340523719788|1210|938.1635093688965|1259|1028.6561057567596|1338|719.365864276886|1264
146.26057052612305|1371|752.9496009349823|1267|708.2536611557007|1265|798.702908039093|1313|1148.5376770496368|1213|1163.938205242157|1195|1122.0673718452454|1248|1069.0787436962128|1242|1161.102365732193|1216|942.6098546981812|1235|1016.3912978172302|1353|711.5286247730255|1266
145.9451608657837|1371|734.2207539081573|1239|697.4111018180847|1246|802.7522699832916|1321|1120.2187702655792|1197|1110.461856842041|1198|1101.7588939666748|1213|1063.2702305316925|1218|1096.459860086441|1205|906.2467460632324|1235|1029.0351784229279|1344|678.100189447403|1246
146.9928171634674|1371|727.9109442234039|1271|702.6766631603241|1255|801.4686291217804|1317|1072.0801644325256|1218|1112.0381705760956|1210|1121.503405570984|1212|1061.6705658435822|1237|1186.412706375122|1194|909.3030285835266|1224|1005.8844840526581|1340|681.988214969635|1264
146.70786237716675|1371|738.6882073879242|1252|701.6552720069885|1234|792.5905513763428|1323|1128.478731393814|1207|1122.5419855117798|1191|1179.29141330719|1193|1030.8416697978973|1271|1096.9916460514069|1208|867.8634915351868|1281|960.8236353397369|1353|653.6151299476624|1256
149.44256210327148|1371|724.8090472221375|1260|703.7167408466339|1248|790.4743769168854|1326|1132.556461572647|1214|1104.8359892368317|1195|1070.678486585617|1230|1040.7475533485413|1245|1100.9320983886719|1210|829.4359285831451|1236|941.8026325702667|1331|640.5534586906433|1259
146.80589294433594|1371|728.1359920501709|1253|703.7609667778015|1260|797.570374250412|1311|1119.7704679965973|1198|1185.4051206111908|1213|1086.661677122116|1204|1114.9987971782684|1253|1112.3604953289032|1193|802.2603859901428|1245|929.4785072803497|1346|619.2447550296783|1236
145.79671812057495|1371|718.121634721756|1252|710.7370958328247|1277|798.0923192501068|1323|1133.673380613327|1186|1112.2135701179504|1219|1093.0459632873535|1195|1041.5777134895325|1264|1103.2916960716248|1206|796.3468885421753|1248|889.7148928642273|1348|637.640086889267|1263
143.82510495185852|1371|710.4686760902405|1247|703.2543008327484|1266|798.9581079483032|1311|1135.7265553474426|1206|1097.9841842651367|1175|1069.2513382434845|1220|1036.4249968528748|1262|1102.5978834629059|1193|774.633181810379|1262|890.0815813541412|1351|633.1467237472534|1265
147.02105712890625|1371|720.8808877468109|1243|710.6097977161407|1243|804.0120916366577|1332|1128.2613739967346|1228|1102.4149141311646|1205|1096.6628415584564|1219|1021.0319347381592|1206|1100.7280871868134|1218|671.6764211654663|1257|895.380886554718|1342|634.1775214672089|1258
145.11201167106628|1371|723.6222250461578|1268|703.9154281616211|1261|803.686044216156|1314|1195.9495601654053|1210|1101.0970680713654|1194|1176.0870320796967|1193|1067.8425161838531|1245|1044.012682914734|1194|671.7943248748779|1271|840.2229487895966|1351|611.0514242649078|1255
145.3154091835022|1371|724.3709540367126|1239|700.1192553043365|1273|810.5890979766846|1310|1129.9448070526123|1200|1067.8926632404327|1218|1101.1721074581146|1225|1116.4387516975403|1292|966.8551270961761|1228|988.1325409412384|1226|830.4775815010071|1343|590.7472472190857|1232
147.09188604354858|1371|730.3361840248108|1266|691.2369287014008|1248|805.3893134593964|1318|1098.786404132843|1219|1063.203495502472|1254|1108.1922121047974|1198|1043.6775085926056|1221|1008.952837228775|1211|992.9975917339325|1233|833.4561166763306|1338|599.7300221920013|1241
146.42742562294006|1371|716.7485997676849|1242|711.975790977478|1267|791.0707583427429|1323|1094.1419942378998|1244|1161.5232679843903|1211|1102.127804517746|1204|1073.7812604904175|1209|971.6689789295197|1190|None|None|810.1150467395782|1341|587.4880471229553|1255
