tdg_time|tdg_size|tdg_1+1[10000]_time|tdg_1+1[10000]_size|tdg_doerr1+1[3;10000]_time|tdg_doerr1+1[3;10000]_size|tdg_genetic[10000, 2, 4, 4]_time|tdg_genetic[10000, 2, 4, 4]_size|tdg_iter_descent[10000, 1]_time|tdg_iter_descent[10000, 1]_size|tdg_iter_descent[10000, 2]_time|tdg_iter_descent[10000, 2]_size|tdg_iter_descent[10000, 5]_time|tdg_iter_descent[10000, 5]_size|tdg_iter_descent_v2[10000, 1]_time|tdg_iter_descent_v2[10000, 1]_size|tdg_iter_descent_v3[10000, 1]_time|tdg_iter_descent_v3[10000, 1]_size|tdg_iter_descent_v4[10000, 1]_time|tdg_iter_descent_v4[10000, 1]_size|tdg_iter_descent_v5[10000, 1]_time|tdg_iter_descent_v5[10000, 1]_size|tdg_iter_descent_v6[10000, 1]_time|tdg_iter_descent_v6[10000, 1]_size
93.02376222610474|281|176.00570559501648|231|150.073748588562|232|169.48262977600098|250|209.30317163467407|188|208.59614276885986|187|204.5850112438202|166|194.6992883682251|166|199.53839135169983|202|209.3403615951538|173|204.26821112632751|181|153.84342455863953|231
92.32472276687622|281|173.07405066490173|216|148.84890460968018|233|167.8110921382904|249|206.82635140419006|187|208.21014046669006|183|205.74399781227112|176|198.2812521457672|175|205.60775470733643|167|199.19497895240784|181|201.16752409934998|181|157.52186393737793|216
90.06656622886658|281|177.06354689598083|221|151.0383117198944|233|170.6882688999176|251|211.14825439453125|182|207.90810680389404|183|208.22860097885132|186|194.07234239578247|173|206.14697170257568|197|207.12347078323364|196|201.33406829833984|176|161.48333168029785|221
90.97509527206421|281|172.11830854415894|231|153.22935390472412|220|170.54737067222595|244|208.36337399482727|191|215.62463450431824|194|213.38626909255981|186|189.6764771938324|183|205.01947164535522|173|203.77704048156738|158|210.46307373046875|173|161.33090448379517|231
91.78555274009705|281|167.57706832885742|224|146.87900114059448|229|169.127117395401|250|202.23896622657776|182|208.68735647201538|183|200.27470135688782|181|200.77721333503723|188|205.89372062683105|177|200.21537041664124|179|206.48358130455017|179|159.15630745887756|224
90.55684280395508|281|175.13519477844238|223|150.1813509464264|233|169.71204543113708|249|209.64404368400574|178|206.10497760772705|204|205.36202812194824|178|197.45237922668457|183|209.6485948562622|181|203.2107253074646|181|193.4712255001068|187|157.9786765575409|223
90.6761224269867|281|171.17445993423462|223|148.200585603714|228|167.7139928340912|254|203.7611162662506|175|212.5423858165741|183|204.5220251083374|190|193.97417616844177|179|209.2667634487152|188|211.9243938922882|181|198.6332983970642|186|154.6525514125824|223
90.8197865486145|281|174.68573784828186|228|152.8029751777649|223|170.01508212089539|254|211.07592701911926|176|209.79003524780273|205|201.92075610160828|187|196.70079398155212|169|212.37391066551208|209|207.7955141067505|175|205.04011583328247|193|155.9360475540161|228
90.23298478126526|281|173.70981574058533|233|152.09589266777039|228|169.82176899909973|252|211.91737723350525|192|211.8453450202942|174|206.58505964279175|183|192.4398283958435|169|209.1011369228363|190|205.1748285293579|180|208.16992115974426|172|156.2342824935913|233
89.8703260421753|281|173.9683928489685|230|153.5102162361145|237|169.2700822353363|256|219.37322092056274|175|204.68218326568604|212|211.83667302131653|180|199.85717964172363|191|202.42986178398132|178|199.77498745918274|163|207.0151755809784|186|162.42461013793945|230
