tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit|tdg_time|tdg_size|tdg_imp_fit
96.17296624183655|361|5517|144.93815994262695|361|4361
95.9674859046936|361|5811|145.79761505126953|361|4361
95.42524528503418|361|5457|145.13394021987915|361|4361
97.91459798812866|361|5329|145.0164041519165|361|4361
96.2714364528656|361|5486|147.06124258041382|361|4361
96.26932382583618|361|5191|146.73955082893372|361|4361
95.73776316642761|361|5932|145.58831977844238|361|4361
96.96480441093445|361|5329|145.61156821250916|361|4361
97.38599443435669|361|5683|145.31748986244202|361|4361
96.26432132720947|361|5641|145.79759645462036|361|4361
94.51264953613281|361|5419|144.93800258636475|361|4361
94.10076093673706|361|5430|143.88747024536133|361|4361
96.75558471679688|361|5386|143.44689011573792|361|4361
95.15277409553528|361|5018|143.86098408699036|361|4361
96.8765709400177|361|5183|143.52359557151794|361|4361
96.44775652885437|361|5425|144.6819610595703|361|4361
95.9724326133728|361|5405|144.37236762046814|361|4361
99.4102828502655|361|5619|147.05052423477173|361|4361
97.89416217803955|361|5336|143.20190501213074|361|4361
93.09683847427368|361|5268|146.1787872314453|361|4361
