tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit|tdg_time|tdg_size|tdg_imp_fit
59.60625338554382|983|2764|24.042017698287964|983|2623
60.211973905563354|983|2779|23.95016074180603|983|2623
60.38111209869385|983|2763|23.828343629837036|983|2623
59.524818658828735|983|2764|24.463054418563843|983|2623
60.0216019153595|983|2758|23.97141695022583|983|2623
60.87692141532898|983|2777|24.04941725730896|983|2623
60.60780882835388|983|2768|24.030386447906494|983|2623
61.050846099853516|983|2753|24.340635299682617|983|2623
60.869486808776855|983|2761|24.21974802017212|983|2623
61.3984112739563|983|2775|24.036253690719604|983|2623
60.992254972457886|983|2756|24.368452072143555|983|2623
60.74916100502014|983|2767|24.149086475372314|983|2623
60.932790756225586|983|2757|24.277254104614258|983|2623
60.802584648132324|983|2749|23.991482734680176|983|2623
60.781819581985474|983|2756|24.47229027748108|983|2623
61.4703004360199|983|2772|24.266748428344727|983|2623
61.2228364944458|983|2756|23.82035541534424|983|2623
60.41458439826965|983|2755|24.678972482681274|983|2623
59.19537949562073|983|2755|24.187561988830566|983|2623
59.74573278427124|983|2729|24.12228488922119|983|2623
