tdg_iter_descent[10000, 1]
time,|TSS|,sol
384.62518668174744,317,684&2823&1627&3104&2623&4479&3356&7421&1538&4132&111&1890&3022&5299&5685&298&1753&1231&5764&2902&191&977&5872&2377&1946&1943&175&3533&215&2641&2817&169&139&1246&3221&2158&6766&4208&647&2861&6262&3532&6904&4639&2722&545&6331&115&3349&244&3112&2893&5522&7503&3258&840&27&3868&2350&730&1303&8087&569&2654&1917&2336&2222&1995&4471&3581&1945&188&1157&3019&1697&88&6321&1139&2268&4293&2190&212&2408&1332&5174&5098&5683&1116&6231&2829&3673&5105&1540&4205&725&1981&2415&6446&1392&3006&899&7578&1647&6962&983&3859&2781&1864&1304&850&3402&417&2081&4971&588&2986&4183&630&3041&2789&7607&1444&4894&1942&2452&2598&7982&1432&4216&7418&1985&43&6954&4194&709&2437&3431&6216&6480&297&1117&815&2558&2343&426&1437&292&870&7765&4352&7671&6365&2667&7279&688&2487&3214&6861&3121&408&238&4043&988&1723&679&6074&5501&8218&6144&1205&4161&5114&2539&5454&1729&6448&1527&1282&1247&1513&4692&5610&1330&1207&3434&165&1431&65&1414&1402&178&1268&6076&1290&5812&3623&5561&5100&350&2627&7020&1581&2454&3475&3740&806&1667&3053&284&499&4740&3592&3693&5952&6657&3120&2057&1974&1427&2499&824&2527&6836&2301&1458&4670&248&1990&2149&529&2577&1359&1604&5247&159&3579&4986&558&488&1181&915&1674&4103&6531&467&1659&6961&3857&2429&7378&200&3071&1154&5453&2686&5227&1886&7449&2552&4690&3936&2278&2097&5077&3366&195&1537&4698&553&2537&1701&3128&1119&173&5885&7203&6490&1618&2725&2613&2173&2771&8249&7387&1814&148&5430&3945&3927&4330&3354&4032&1732&2027&2510&6103&5126&1195&1384&7623&2824&2244&1266&3301&1424&5704&2217&834&5409&1121&4266&6163&785&4745&2936&6&353
381.36201667785645,340,2823&1627&4021&3104&5032&3356&7421&1538&4132&2713&111&3022&54&5685&5111&6221&1753&748&1231&4823&7757&5764&2902&2485&8246&5872&1946&5604&77&175&2302&3533&215&5780&460&7117&2641&169&139&3221&1246&2158&6061&4322&4208&4744&8559&4268&6262&5565&2722&6331&115&327&7543&3349&4525&244&2893&7503&3258&157&4151&27&3868&2350&3645&1059&730&0&80&2333&569&2654&1917&2336&2222&3966&4471&3581&532&3867&1945&188&1157&3019&1904&1697&6321&698&7219&4293&2190&5147&2408&2762&2573&5174&5683&1116&6231&1219&5105&1540&4092&866&1981&420&2415&6446&1392&3006&1532&307&7578&1647&6739&983&2171&1311&1884&3859&401&2781&1864&850&3402&1024&1111&417&2081&4971&5816&588&4961&2986&4183&909&3041&924&2789&7607&4894&1942&2452&2598&5541&4228&4216&452&6954&4194&3636&799&2558&2704&2343&1437&292&870&7765&1908&4352&3851&6365&2665&2667&7279&688&2487&3214&408&6844&1273&988&5631&6074&5501&5057&1935&1992&1205&4161&5114&2539&3539&978&1729&6448&1527&1247&1513&4692&1330&1207&3434&1431&1441&6076&1290&694&2981&5561&5812&3623&5100&6828&7020&1581&3475&6101&89&3740&3417&5370&337&499&6964&6657&2649&1105&3436&247&1281&2057&1974&1427&2499&271&824&876&6836&2301&1989&1458&1228&4670&248&2149&529&1183&294&2577&1359&198&159&4748&3579&4328&4986&558&488&2115&1388&2591&8446&1674&4103&7814&6531&369&4901&3536&3857&5609&6606&2429&7378&200&6893&687&3071&1154&3080&2686&4630&3559&5227&3025&5510&434&1886&341&2552&4690&3936&7536&2163&4846&2826&1436&5077&195&2024&4698&112&3874&7354&553&2537&3109&3419&2002&1119&221&173&5885&3906&6490&1618&2173&2771&889&1206&1777&148&5430&3326&3927&1732&1547&2510&3276&1384&2525&7623&2824&1266&719&5704&2217&1121&6163&3989&785&4745&1194&2936&7169&353
382.5134015083313,321,11&2823&246&3104&5413&4020&6693&184&4479&557&3356&4251&7421&1538&4132&111&1894&5685&5111&6221&1753&1231&4823&7757&5764&3387&4949&191&2485&5872&1946&1253&175&2302&3533&215&2641&139&3221&2158&1246&6061&1584&4322&1628&858&4577&2861&6262&5565&2911&4639&2722&6331&6315&244&1016&2893&7503&3258&157&4151&27&383&730&0&1609&2184&2654&3194&2336&2222&3966&6259&4471&3581&532&1945&1157&3019&1697&7941&88&352&698&6321&394&3181&7886&4293&2190&8065&901&2762&5442&5174&7633&5683&1116&2843&1219&5105&1540&420&6446&1392&899&7578&1647&5620&8415&983&6073&2781&1864&1304&850&3402&1111&417&4971&909&759&4093&3041&2789&1942&1895&4216&5241&4593&1260&6954&4194&3636&5794&2492&3758&3288&2437&4232&2558&2343&1437&1775&292&7765&4352&3851&6365&2667&7279&67&3214&6861&408&1321&1273&2625&5631&6074&5501&1935&8286&1889&314&384&1205&1968&5114&2539&978&1729&4956&6448&1527&1282&1247&1513&4692&1330&1207&3434&1656&1426&489&1441&1414&6076&1268&694&1290&5561&5812&3623&350&3599&711&1581&4338&2454&6101&89&1242&3417&254&2528&284&499&4740&656&6964&6657&2649&247&1281&2057&1974&6307&1427&2499&907&824&2574&1178&6836&1458&1228&1176&248&1990&2375&1603&2149&529&2577&1359&5399&4748&159&3579&4986&558&488&7347&2115&2591&4103&369&4901&5609&6606&7378&200&6893&672&687&6907&2686&3080&4630&3559&5227&5510&1886&7449&2552&3936&2278&4627&2826&195&2612&1537&4698&112&1095&1701&3419&2002&221&173&5885&3906&2230&6490&1618&2613&2173&2771&8249&566&3315&148&3517&5430&3239&3927&4330&1732&2510&3614&5126&3842&1384&1399&7623&2824&637&1266&5704&2217&6163&785&4745&1194&2936&353&2700&3275&5915
389.1342206001282,309,250&634&2623&4479&3356&4251&7262&7421&1538&3022&54&5685&1753&5691&5680&1231&4823&5764&4949&191&1792&8246&1946&4805&175&2302&3533&2641&169&139&2158&1246&6061&1628&5929&2582&4744&2861&2722&6331&327&1371&7543&3349&3112&1016&2893&1146&840&7503&3258&27&7943&730&80&446&569&333&2184&2654&2559&162&4471&3581&532&2590&4532&7849&1945&3866&1157&3019&1697&88&6321&7127&4293&2922&2190&5174&5683&1116&6231&118&4250&3673&1981&6494&420&6446&2317&2642&39&1392&3006&7578&1647&7154&1813&983&2171&2781&1864&1304&261&850&3402&313&1111&2081&4971&4961&2986&909&3041&879&2789&2604&1942&5137&6233&4228&4216&4055&4972&1985&854&43&4194&6954&3636&7818&208&3288&1385&551&670&2558&5825&2343&426&1437&292&7765&7125&2665&2667&7279&2487&67&3214&6861&3121&408&1273&988&2625&5631&6074&5501&1935&1992&1205&4161&5114&2539&5454&1729&6448&1527&1282&1247&1513&4692&1330&1207&3434&986&1426&7951&1441&4477&1414&1290&178&694&5561&5812&3623&2391&350&7020&1581&3475&1718&6101&89&337&2528&284&499&4740&2220&6657&3120&805&1281&2057&1427&2499&271&824&6166&2301&6836&1989&1458&1944&248&1990&529&2577&1359&198&2259&159&3579&4986&6053&3347&6824&558&2932&982&488&2115&5779&1181&1388&915&4193&4103&369&467&5355&3536&3857&5609&6606&2429&7378&200&687&7031&5157&3080&2686&4630&3559&5227&1740&2552&4690&3936&2278&4554&5530&2732&3256&2826&5077&3366&195&4227&2612&1537&4698&112&553&2537&3128&1119&221&173&5885&6490&1618&2173&889&68&4749&148&3517&5430&3927&1547&2027&2510&7623&2824&1266&249&5704&6163&2936&1194&3713&353&5915
371.0145592689514,342,11&2823&1627&3104&5032&4479&3356&4251&7421&1538&1209&111&3022&4320&54&5299&5685&5111&1753&1231&4823&5764&4949&191&2485&1792&8246&2638&5872&4805&454&175&2302&215&7117&2641&169&3221&2158&1246&6061&4322&6115&404&826&2861&4268&5565&3709&6331&115&327&7543&3349&2893&5522&7503&3258&157&4151&27&3868&3645&5597&730&0&80&8087&446&3743&569&6361&2654&3648&2336&2222&4471&7849&532&3867&4532&3046&2590&1945&1157&3019&1697&88&6321&2423&4293&2190&5147&2408&3718&798&5174&2957&3729&5683&1116&1420&6231&4621&1219&6574&5105&1540&1981&6494&420&2415&6446&3006&307&3607&5056&1647&7578&3651&983&2171&1311&6073&1884&3859&2781&1864&3402&1024&417&2081&4971&5816&588&4961&2986&6534&909&759&3041&924&2789&4894&2644&1942&260&2598&4228&4216&1985&854&6474&6954&2492&3288&3431&6987&2558&5825&2343&426&1437&292&870&7765&4566&7533&6365&7836&2665&2667&7279&7116&688&2487&3242&3214&6861&408&1273&1807&4043&988&1939&6074&5501&1935&314&1205&2539&4551&1729&6448&1527&1282&1247&1513&1330&5610&1207&3434&1656&1426&6141&1441&1414&1290&1268&694&5561&5812&3623&350&3599&7020&6101&89&3740&3417&337&2528&284&4740&196&6657&3120&2649&247&1281&2057&1974&1427&2499&824&1583&6836&1989&1458&4670&1990&2149&529&2577&1604&159&3579&4986&558&28&6305&2891&2115&8073&1674&6531&6601&369&4901&3126&5355&3536&1617&3857&507&5609&7431&7378&200&687&3071&3080&2686&4630&3559&5227&5510&434&341&4690&311&5326&1728&6179&2826&5077&195&1537&4698&112&7354&508&3156&553&2537&1701&3128&3419&2002&1828&3596&1119&221&173&5885&3906&6490&3038&1618&2725&2613&2173&2771&219&6499&4835&889&148&8330&5430&3927&4330&1732&1547&2510&5126&1384&7623&2824&1266&249&5704&2217&5409&6163&785&4745&1194&2936&353&3275&5915
385.4479031562805,302,2583&1314&1627&5413&690&4479&3356&7262&3991&7421&3398&1538&4132&111&3022&5685&1753&1231&4823&8495&2902&191&2485&3705&2638&5872&4805&234&175&2302&3533&215&6430&2641&169&139&2158&1246&6863&6061&4322&4744&6262&5565&2911&115&327&7543&4525&2893&7503&3258&157&4151&27&3868&730&0&446&5884&569&2654&2336&4471&3581&532&2590&1157&3019&1697&5767&6321&4293&2190&315&5683&1116&1420&6231&2829&1219&3673&5105&1540&4205&420&2415&6446&1392&4719&1647&5990&7154&983&7298&2171&2781&1864&1304&261&850&4951&3402&417&4971&811&588&4183&6608&3041&879&2789&1942&2598&816&1857&4216&4055&7418&854&43&6954&4194&3636&7818&799&2492&1269&187&3431&815&2558&3255&426&1437&292&4566&4352&2122&3851&6365&2665&2667&7279&688&3121&3537&408&4043&1027&6074&5501&5057&1935&6144&1992&1205&4161&2539&5454&1729&6448&1527&1247&1513&4692&1330&1207&3434&1656&2221&1610&1441&1414&1290&178&694&1641&5561&3623&350&607&7020&1581&3475&3417&89&3740&806&2528&284&4740&656&6657&2649&1541&805&2057&1974&7863&1427&271&903&2527&6836&1989&1458&1228&1990&1603&2149&529&2577&2259&159&390&3579&4986&558&2591&6531&369&4901&3536&4449&860&507&5609&2429&7378&200&152&687&1154&7300&3080&2686&1170&4630&3723&5227&5726&5510&1886&341&2552&4690&3936&2826&5077&195&2612&1537&2584&4698&112&553&2537&1701&3419&2002&8292&173&5885&7203&6490&5131&659&1618&2725&2173&2771&219&4835&1777&148&5430&2213&3927&5915&964&1732&1547&2027&5126&1384&7528&7623&2824&1266&719&5704&6045&5409&6163&3989&785&1194&1596&2936&353&3612
394.53870916366577,322,4921&2823&1627&7001&3104&5032&4479&3356&7262&7421&6378&1538&4132&111&3022&6221&1753&5680&1231&4823&7757&4949&191&2485&2638&5872&1946&4805&544&175&2302&3533&7117&2641&169&139&3221&1246&2158&7562&6061&4322&4208&858&404&4744&2861&6262&2916&5565&2911&4639&6331&115&327&7543&3349&4525&244&1550&2893&7503&3258&157&4151&27&6681&4285&3645&730&1303&0&446&569&2654&2336&2222&4471&2590&1945&1157&3019&1697&6321&2844&4293&2190&4942&274&317&5174&5683&1116&6231&567&1219&3673&1540&6768&866&6494&420&6446&1392&3006&307&7578&7154&983&1311&5614&2561&2781&1864&1304&850&3402&1111&417&1791&2081&4971&4961&588&4183&1091&3649&909&3041&2789&1942&4228&4216&3261&4258&854&43&6954&4194&3636&7818&6216&815&2558&2587&2704&1221&426&1249&905&1437&292&870&7765&6365&2665&2667&7279&688&2487&887&3214&6861&3121&408&357&1273&988&5501&878&1935&8286&1992&1205&4161&2539&5246&1729&6448&4635&1282&1247&1504&1513&1330&1207&3434&1431&1610&1441&1414&6076&1268&1290&694&5561&5812&3623&4611&350&3599&2211&1581&3475&6101&89&3417&2528&284&499&4740&6657&3120&3436&1974&1427&2499&824&2574&903&5988&6836&1989&1458&4670&248&1990&2149&529&2577&1604&159&3579&4986&558&488&2115&1674&4103&6531&369&3694&4901&3126&5355&3536&3857&2429&7378&200&6893&672&687&3811&3071&1154&3080&2686&4630&5227&5510&1886&945&2699&2552&4690&3936&948&1135&2826&1436&409&195&6078&2409&4391&5344&7354&3156&553&2537&1701&3419&2002&1119&221&173&5885&3906&6490&1618&2725&2613&2173&4937&2771&219&72&889&7197&148&5430&3927&4330&2510&5126&1384&7623&3183&1266&5704&2217&5409&1121&6163&785&4745&1194&3713&2936&353&3275
377.3267283439636,320,11&2823&1627&331&1869&6693&5032&4479&3356&7421&1538&111&3022&5299&6221&1753&5691&3307&512&5764&3387&2902&8662&191&8246&2638&5872&1946&4805&544&1106&175&2302&3533&215&5780&8402&2641&169&139&1246&6061&4322&1628&6262&5565&368&4639&115&327&7543&2608&3112&2893&5522&7503&3258&638&157&4151&27&7659&3868&730&1303&0&6149&80&569&6361&2654&2336&3966&4471&3581&532&2590&4532&3046&1945&1157&3019&1697&3668&7941&6321&698&2423&4293&2190&3741&4913&3718&2573&521&7854&7633&5683&1116&1420&6231&4621&3673&1540&6768&6494&420&2415&6446&1730&1392&7578&4881&983&2881&1311&1884&2781&1864&1111&417&1791&2081&4971&4961&588&6534&909&4093&3041&2789&4894&1942&4216&1985&854&6954&4194&3636&799&2558&5825&2343&5478&1437&292&870&7765&2182&101&3851&6365&3658&2665&2667&7279&688&2487&887&3214&6861&3121&408&1273&4043&2625&5631&4164&878&1935&6144&1992&1205&2428&4161&5114&2539&1729&6448&1527&1282&1247&1513&1330&1207&3434&1431&1441&1414&1290&178&1268&694&5561&5812&3623&5100&5527&3475&6101&89&3417&2448&3266&337&2528&284&843&2156&3120&3436&1281&2057&1974&1896&2235&1427&2499&824&2527&1988&6836&1989&4670&1990&3138&2149&529&2577&1359&1604&198&159&3579&4986&3815&3347&558&488&2115&7177&1674&6531&369&7240&4901&3126&5355&3857&7378&200&987&152&6893&672&687&3071&1154&5157&3080&2686&4630&3559&210&5726&5227&5510&341&2699&2552&4690&4842&311&2826&3366&195&1225&2612&1537&4698&112&553&3128&2002&1828&3596&221&173&5885&5383&6490&1618&2725&2613&2771&219&889&5743&148&5430&1466&3927&2753&1732&291&1547&2510&1384&7623&2824&1266&462&6163&3989&785&1298&1194&3713&2936&353
385.53325939178467,319,1627&5032&4479&3356&7421&1538&4132&111&3022&54&5685&6221&1753&3307&512&1231&4823&5764&3387&2902&4949&8246&1946&4805&175&3533&215&8402&7117&2641&169&139&2158&1246&6061&5166&4322&6115&6766&404&4744&2861&6262&2722&115&327&3349&4525&3112&2893&7503&3258&4357&4151&27&3868&3645&730&1303&4850&446&3116&569&2654&1917&2336&2222&3966&4471&3867&532&1157&3019&1697&6321&7219&1315&7886&4293&2190&5147&2408&2762&3718&1089&5683&1116&1420&5105&1540&5008&1981&916&420&2415&6446&1392&7578&5056&1647&983&1311&2781&1864&1304&3402&1111&417&2081&4971&5816&588&4961&4183&6534&3041&2789&7607&1942&2598&1895&4216&3261&854&43&6954&4194&3636&7818&2797&2437&297&2558&2704&2343&426&1437&292&870&7765&4352&3851&6365&6777&2667&7279&688&2487&67&3214&299&3121&408&238&1273&679&2625&6851&6074&5501&8218&1935&8286&1992&1205&1968&4161&2539&1729&6448&1527&1282&6471&1247&1513&1330&5483&1207&3434&1656&640&2221&6141&1441&1414&6076&178&694&1290&5561&5812&3623&350&2211&7020&1581&6101&89&3740&3417&2448&337&284&499&4740&6964&6657&3120&2649&805&247&1281&2057&1974&1427&1002&2499&824&903&6836&1989&1458&1552&1228&1990&2149&529&2577&1359&198&159&3579&4986&3347&558&488&2115&6531&4901&5355&3536&3857&507&5609&2652&2429&7378&199&687&3071&1154&3113&3080&2686&2144&3559&5227&5510&434&5781&2552&4690&3936&4842&2826&1436&5077&195&2612&1537&4698&112&7354&3156&2537&1701&3128&3419&221&173&5885&7203&3906&886&6490&1138&659&1618&2173&2771&219&4303&4749&148&8330&5430&300&3927&4330&2816&1732&291&1547&2510&1352&5126&293&1384&2840&6270&7623&2824&1266&719&1915&6163&785&2936&353
